t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,4.0000e+00,6.0000e+00,2.0000e+01,0.0000e+00,0.0000e+00
1.0000e+01,3.9735e+00,5.9765e+00,2.0002e+01,2.3513e-02,9.8163e-04
2.0000e+01,3.9492e+00,5.9531e+00,2.0002e+01,4.6838e-02,1.9592e-03
3.0000e+01,3.9251e+00,5.9300e+00,2.0002e+01,6.9931e-02,2.9309e-03
4.0000e+01,3.9013e+00,5.9071e+00,2.0002e+01,9.2796e-02,3.8967e-03
5.0000e+01,3.8777e+00,5.8845e+00,2.0002e+01,1.1544e-01,4.8567e-03
6.0000e+01,3.8543e+00,5.8621e+00,2.0002e+01,1.3785e-01,5.8110e-03
7.0000e+01,3.8312e+00,5.8398e+00,2.0002e+01,1.6005e-01,6.7595e-03
8.0000e+01,3.8083e+00,5.8178e+00,2.0002e+01,1.8204e-01,7.7024e-03
9.0000e+01,3.7856e+00,5.7961e+00,2.0002e+01,2.0381e-01,8.6398e-03
1.0000e+02,3.7631e+00,5.7745e+00,2.0002e+01,2.2537e-01,9.5715e-03
1.1000e+02,3.7408e+00,5.7531e+00,2.0002e+01,2.4673e-01,1.0498e-02
1.2000e+02,3.7187e+00,5.7320e+00,2.0002e+01,2.6788e-01,1.1419e-02
1.3000e+02,3.6968e+00,5.7110e+00,2.0002e+01,2.8883e-01,1.2334e-02
1.4000e+02,3.6752e+00,5.6902e+00,2.0002e+01,3.0959e-01,1.3244e-02
1.5000e+02,3.6537e+00,5.6697e+00,2.0002e+01,3.3014e-01,1.4149e-02
1.6000e+02,3.6324e+00,5.6493e+00,2.0002e+01,3.5051e-01,1.5049e-02
1.7000e+02,3.6114e+00,5.6291e+00,2.0002e+01,3.7068e-01,1.5943e-02
1.8000e+02,3.5905e+00,5.6091e+00,2.0002e+01,3.9067e-01,1.6832e-02
1.9000e+02,3.5698e+00,5.5893e+00,2.0002e+01,4.1047e-01,1.7717e-02
2.0000e+02,3.5493e+00,5.5697e+00,2.0002e+01,4.3009e-01,1.8596e-02
2.1000e+02,3.5290e+00,5.5502e+00,2.0002e+01,4.4953e-01,1.9470e-02
2.2000e+02,3.5089e+00,5.5309e+00,2.0002e+01,4.6880e-01,2.0339e-02
2.3000e+02,3.4889e+00,5.5119e+00,2.0002e+01,4.8788e-01,2.1203e-02
2.4000e+02,3.4691e+00,5.4929e+00,2.0002e+01,5.0680e-01,2.2063e-02
2.5000e+02,3.4495e+00,5.4742e+00,2.0002e+01,5.2554e-01,2.2917e-02
2.6000e+02,3.4301e+00,5.4556e+00,2.0002e+01,5.4412e-01,2.3767e-02
2.7000e+02,3.4109e+00,5.4372e+00,2.0002e+01,5.6253e-01,2.4612e-02
2.8000e+02,3.3918e+00,5.4189e+00,2.0002e+01,5.8077e-01,2.5452e-02
2.9000e+02,3.3729e+00,5.4008e+00,2.0002e+01,5.9885e-01,2.6288e-02
3.0000e+02,3.3541e+00,5.3829e+00,2.0002e+01,6.1678e-01,2.7119e-02
3.1000e+02,3.3355e+00,5.3651e+00,2.0002e+01,6.3454e-01,2.7945e-02
3.2000e+02,3.3171e+00,5.3475e+00,2.0002e+01,6.5215e-01,2.8767e-02
3.3000e+02,3.2988e+00,5.3300e+00,2.0002e+01,6.6960e-01,2.9584e-02
3.4000e+02,3.2807e+00,5.3127e+00,2.0002e+01,6.8691e-01,3.0397e-02
3.5000e+02,3.2627e+00,5.2956e+00,2.0002e+01,7.0406e-01,3.1206e-02
3.6000e+02,3.2449e+00,5.2786e+00,2.0002e+01,7.2106e-01,3.2010e-02
3.7000e+02,3.2273e+00,5.2617e+00,2.0002e+01,7.3792e-01,3.2809e-02
3.8000e+02,3.2098e+00,5.2450e+00,2.0002e+01,7.5464e-01,3.3605e-02
3.9000e+02,3.1924e+00,5.2284e+00,2.0002e+01,7.7121e-01,3.4396e-02
4.0000e+02,3.1752e+00,5.2120e+00,2.0002e+01,7.8764e-01,3.5183e-02
4.1000e+02,3.1581e+00,5.1957e+00,2.0002e+01,8.0393e-01,3.5966e-02
4.2000e+02,3.1412e+00,5.1795e+00,2.0002e+01,8.2008e-01,3.6744e-02
4.3000e+02,3.1244e+00,5.1635e+00,2.0002e+01,8.3610e-01,3.7518e-02
4.4000e+02,3.1077e+00,5.1476e+00,2.0002e+01,8.5199e-01,3.8289e-02
4.5000e+02,3.0912e+00,5.1318e+00,2.0002e+01,8.6774e-01,3.9055e-02
4.6000e+02,3.0748e+00,5.1162e+00,2.0002e+01,8.8336e-01,3.9817e-02
4.7000e+02,3.0586e+00,5.1007e+00,2.0002e+01,8.9885e-01,4.0575e-02
4.8000e+02,3.0425e+00,5.0853e+00,2.0002e+01,9.1421e-01,4.1329e-02
4.9000e+02,3.0265e+00,5.0701e+00,2.0002e+01,9.2945e-01,4.2079e-02
5.0000e+02,3.0106e+00,5.0550e+00,2.0002e+01,9.4456e-01,4.2825e-02
5.1000e+02,2.9949e+00,5.0400e+00,2.0002e+01,9.5955e-01,4.3568e-02
5.2000e+02,2.9793e+00,5.0251e+00,2.0002e+01,9.7441e-01,4.4306e-02
5.3000e+02,2.9638e+00,5.0103e+00,2.0002e+01,9.8916e-01,4.5041e-02
5.4000e+02,2.9484e+00,4.9957e+00,2.0002e+01,1.0038e+00,4.5772e-02
5.5000e+02,2.9332e+00,4.9812e+00,2.0002e+01,1.0183e+00,4.6499e-02
5.6000e+02,2.9181e+00,4.9668e+00,2.0002e+01,1.0327e+00,4.7223e-02
5.7000e+02,2.9031e+00,4.9525e+00,2.0002e+01,1.0470e+00,4.7942e-02
5.8000e+02,2.8882e+00,4.9383e+00,2.0002e+01,1.0611e+00,4.8658e-02
5.9000e+02,2.8734e+00,4.9243e+00,2.0002e+01,1.0752e+00,4.9371e-02
6.0000e+02,2.8588e+00,4.9103e+00,2.0002e+01,1.0891e+00,5.0080e-02
6.1000e+02,2.8443e+00,4.8965e+00,2.0002e+01,1.1030e+00,5.0785e-02
6.2000e+02,2.8298e+00,4.8827e+00,2.0002e+01,1.1167e+00,5.1486e-02
6.3000e+02,2.8155e+00,4.8691e+00,2.0002e+01,1.1303e+00,5.2184e-02
6.4000e+02,2.8013e+00,4.8556e+00,2.0002e+01,1.1438e+00,5.2879e-02
6.5000e+02,2.7872e+00,4.8422e+00,2.0002e+01,1.1572e+00,5.3570e-02
6.6000e+02,2.7732e+00,4.8289e+00,2.0002e+01,1.1705e+00,5.4258e-02
6.7000e+02,2.7593e+00,4.8157e+00,2.0002e+01,1.1837e+00,5.4942e-02
6.8000e+02,2.7456e+00,4.8026e+00,2.0002e+01,1.1968e+00,5.5623e-02
6.9000e+02,2.7319e+00,4.7896e+00,2.0002e+01,1.2098e+00,5.6300e-02
7.0000e+02,2.7183e+00,4.7767e+00,2.0002e+01,1.2227e+00,5.6974e-02
