t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,1.5000e+00,3.7500e+00,1.7500e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.4924e+00,3.7437e+00,1.7501e+01,6.3287e-03,4.2227e-04
2.0000e+01,1.4857e+00,3.7374e+00,1.7501e+01,1.2633e-02,8.4361e-04
3.0000e+01,1.4790e+00,3.7311e+00,1.7501e+01,1.8898e-02,1.2631e-03
4.0000e+01,1.4723e+00,3.7249e+00,1.7501e+01,2.5125e-02,1.6806e-03
5.0000e+01,1.4657e+00,3.7187e+00,1.7501e+01,3.1313e-02,2.0963e-03
6.0000e+01,1.4592e+00,3.7125e+00,1.7501e+01,3.7464e-02,2.5101e-03
7.0000e+01,1.4526e+00,3.7064e+00,1.7501e+01,4.3577e-02,2.9221e-03
8.0000e+01,1.4462e+00,3.7003e+00,1.7501e+01,4.9653e-02,3.3323e-03
9.0000e+01,1.4397e+00,3.6943e+00,1.7501e+01,5.5692e-02,3.7406e-03
1.0000e+02,1.4333e+00,3.6883e+00,1.7501e+01,6.1694e-02,4.1471e-03
1.1000e+02,1.4269e+00,3.6823e+00,1.7501e+01,6.7660e-02,4.5519e-03
1.2000e+02,1.4206e+00,3.6764e+00,1.7501e+01,7.3590e-02,4.9548e-03
1.3000e+02,1.4143e+00,3.6705e+00,1.7501e+01,7.9484e-02,5.3559e-03
1.4000e+02,1.4080e+00,3.6646e+00,1.7501e+01,8.5343e-02,5.7553e-03
1.5000e+02,1.4018e+00,3.6588e+00,1.7501e+01,9.1167e-02,6.1529e-03
1.6000e+02,1.3956e+00,3.6530e+00,1.7501e+01,9.6955e-02,6.5488e-03
1.7000e+02,1.3895e+00,3.6472e+00,1.7501e+01,1.0271e-01,6.9429e-03
1.8000e+02,1.3834e+00,3.6415e+00,1.7501e+01,1.0843e-01,7.3353e-03
1.9000e+02,1.3773e+00,3.6358e+00,1.7501e+01,1.1412e-01,7.7259e-03
2.0000e+02,1.3713e+00,3.6302e+00,1.7501e+01,1.1977e-01,8.1149e-03
2.1000e+02,1.3653e+00,3.6245e+00,1.7501e+01,1.2539e-01,8.5022e-03
2.2000e+02,1.3593e+00,3.6189e+00,1.7501e+01,1.3097e-01,8.8877e-03
2.3000e+02,1.3533e+00,3.6134e+00,1.7501e+01,1.3653e-01,9.2716e-03
2.4000e+02,1.3474e+00,3.6079e+00,1.7501e+01,1.4205e-01,9.6538e-03
2.5000e+02,1.3416e+00,3.6024e+00,1.7501e+01,1.4753e-01,1.0034e-02
2.6000e+02,1.3357e+00,3.5969e+00,1.7501e+01,1.5299e-01,1.0413e-02
2.7000e+02,1.3299e+00,3.5915e+00,1.7501e+01,1.5841e-01,1.0791e-02
2.8000e+02,1.3242e+00,3.5861e+00,1.7501e+01,1.6381e-01,1.1166e-02
2.9000e+02,1.3184e+00,3.5807e+00,1.7501e+01,1.6917e-01,1.1540e-02
3.0000e+02,1.3127e+00,3.5754e+00,1.7501e+01,1.7450e-01,1.1913e-02
3.1000e+02,1.3071e+00,3.5701e+00,1.7501e+01,1.7980e-01,1.2283e-02
3.2000e+02,1.3014e+00,3.5648e+00,1.7501e+01,1.8506e-01,1.2653e-02
3.3000e+02,1.2958e+00,3.5596e+00,1.7501e+01,1.9030e-01,1.3020e-02
3.4000e+02,1.2902e+00,3.5544e+00,1.7501e+01,1.9551e-01,1.3386e-02
3.5000e+02,1.2847e+00,3.5492e+00,1.7501e+01,2.0069e-01,1.3751e-02
3.6000e+02,1.2792e+00,3.5440e+00,1.7501e+01,2.0584e-01,1.4114e-02
3.7000e+02,1.2737e+00,3.5389e+00,1.7501e+01,2.1095e-01,1.4475e-02
3.8000e+02,1.2683e+00,3.5338e+00,1.7501e+01,2.1604e-01,1.4835e-02
3.9000e+02,1.2628e+00,3.5288e+00,1.7501e+01,2.2110e-01,1.5193e-02
4.0000e+02,1.2575e+00,3.5237e+00,1.7501e+01,2.2614e-01,1.5550e-02
4.1000e+02,1.2521e+00,3.5187e+00,1.7501e+01,2.3114e-01,1.5905e-02
4.2000e+02,1.2468e+00,3.5137e+00,1.7501e+01,2.3612e-01,1.6259e-02
4.3000e+02,1.2415e+00,3.5088e+00,1.7501e+01,2.4106e-01,1.6611e-02
4.4000e+02,1.2362e+00,3.5039e+00,1.7501e+01,2.4598e-01,1.6962e-02
4.5000e+02,1.2310e+00,3.4990e+00,1.7501e+01,2.5087e-01,1.7311e-02
4.6000e+02,1.2257e+00,3.4941e+00,1.7501e+01,2.5574e-01,1.7659e-02
4.7000e+02,1.2206e+00,3.4893e+00,1.7501e+01,2.6057e-01,1.8005e-02
4.8000e+02,1.2154e+00,3.4845e+00,1.7501e+01,2.6538e-01,1.8350e-02
4.9000e+02,1.2103e+00,3.4797e+00,1.7501e+01,2.7017e-01,1.8693e-02
5.0000e+02,1.2052e+00,3.4749e+00,1.7501e+01,2.7492e-01,1.9035e-02
5.1000e+02,1.2001e+00,3.4702e+00,1.7501e+01,2.7965e-01,1.9376e-02
5.2000e+02,1.1951e+00,3.4655e+00,1.7501e+01,2.8435e-01,1.9715e-02
5.3000e+02,1.1901e+00,3.4608e+00,1.7501e+01,2.8903e-01,2.0052e-02
5.4000e+02,1.1851e+00,3.4561e+00,1.7501e+01,2.9368e-01,2.0389e-02
5.5000e+02,1.1801e+00,3.4515e+00,1.7501e+01,2.9831e-01,2.0723e-02
5.6000e+02,1.1752e+00,3.4469e+00,1.7501e+01,3.0291e-01,2.1057e-02
5.7000e+02,1.1703e+00,3.4423e+00,1.7501e+01,3.0749e-01,2.1389e-02
5.8000e+02,1.1654e+00,3.4378e+00,1.7501e+01,3.1204e-01,2.1720e-02
5.9000e+02,1.1605e+00,3.4333e+00,1.7501e+01,3.1656e-01,2.2049e-02
6.0000e+02,1.1557e+00,3.4287e+00,1.7501e+01,3.2106e-01,2.2377e-02
6.1000e+02,1.1509e+00,3.4243e+00,1.7501e+01,3.2554e-01,2.2703e-02
6.2000e+02,1.1461e+00,3.4198e+00,1.7501e+01,3.2999e-01,2.3029e-02
6.3000e+02,1.1414e+00,3.4154e+00,1.7501e+01,3.3442e-01,2.3353e-02
6.4000e+02,1.1366e+00,3.4110e+00,1.7501e+01,3.3882e-01,2.3675e-02
6.5000e+02,1.1319e+00,3.4066e+00,1.7501e+01,3.4320e-01,2.3996e-02
6.6000e+02,1.1273e+00,3.4022e+00,1.7501e+01,3.4756e-01,2.4316e-02
6.7000e+02,1.1226e+00,3.3979e+00,1.7501e+01,3.5189e-01,2.4635e-02
6.8000e+02,1.1180e+00,3.3936e+00,1.7501e+01,3.5620e-01,2.4952e-02
6.9000e+02,1.1134e+00,3.3893e+00,1.7501e+01,3.6048e-01,2.5268e-02
7.0000e+02,1.1088e+00,3.3850e+00,1.7501e+01,3.6475e-01,2.5583e-02
7.1000e+02,1.1043e+00,3.3808e+00,1.7501e+01,3.6899e-01,2.5896e-02
7.2000e+02,1.0997e+00,3.3766e+00,1.7501e+01,3.7320e-01,2.6208e-02
7.3000e+02,1.0952e+00,3.3724e+00,1.7501e+01,3.7740e-01,2.6519e-02
7.4000e+02,1.0907e+00,3.3682e+00,1.7501e+01,3.8157e-01,2.6828e-02
7.5000e+02,1.0863e+00,3.3641e+00,1.7501e+01,3.8572e-01,2.7137e-02
7.6000e+02,1.0818e+00,3.3599e+00,1.7501e+01,3.8985e-01,2.7444e-02
7.7000e+02,1.0774e+00,3.3558e+00,1.7501e+01,3.9396e-01,2.7749e-02
7.8000e+02,1.0730e+00,3.3517e+00,1.7501e+01,3.9804e-01,2.8054e-02
7.9000e+02,1.0687e+00,3.3477e+00,1.7501e+01,4.0211e-01,2.8357e-02
8.0000e+02,1.0643e+00,3.3436e+00,1.7501e+01,4.0615e-01,2.8659e-02
8.1000e+02,1.0600e+00,3.3396e+00,1.7501e+01,4.1017e-01,2.8960e-02
8.2000e+02,1.0557e+00,3.3356e+00,1.7501e+01,4.1417e-01,2.9260e-02
8.3000e+02,1.0514e+00,3.3316e+00,1.7501e+01,4.1815e-01,2.9558e-02
8.4000e+02,1.0472e+00,3.3276e+00,1.7501e+01,4.2211e-01,2.9855e-02
8.5000e+02,1.0429e+00,3.3237e+00,1.7501e+01,4.2604e-01,3.0151e-02
8.6000e+02,1.0387e+00,3.3198e+00,1.7501e+01,4.2996e-01,3.0446e-02
8.7000e+02,1.0345e+00,3.3159e+00,1.7501e+01,4.3386e-01,3.0740e-02
8.8000e+02,1.0304e+00,3.3120e+00,1.7501e+01,4.3773e-01,3.1032e-02
8.9000e+02,1.0262e+00,3.3082e+00,1.7501e+01,4.4159e-01,3.1323e-02
9.0000e+02,1.0221e+00,3.3043e+00,1.7501e+01,4.4543e-01,3.1613e-02
9.1000e+02,1.0180e+00,3.3005e+00,1.7501e+01,4.4924e-01,3.1902e-02
9.2000e+02,1.0139e+00,3.2967e+00,1.7501e+01,4.5304e-01,3.2190e-02
9.3000e+02,1.0098e+00,3.2929e+00,1.7501e+01,4.5682e-01,3.2477e-02
9.4000e+02,1.0058e+00,3.2892e+00,1.7501e+01,4.6058e-01,3.2762e-02
9.5000e+02,1.0018e+00,3.2854e+00,1.7501e+01,4.6431e-01,3.3046e-02
9.6000e+02,9.9778e-01,3.2817e+00,1.7501e+01,4.6803e-01,3.3330e-02
9.7000e+02,9.9380e-01,3.2780e+00,1.7501e+01,4.7173e-01,3.3612e-02
9.8000e+02,9.8983e-01,3.2743e+00,1.7501e+01,4.7542e-01,3.3893e-02
9.9000e+02,9.8589e-01,3.2706e+00,1.7501e+01,4.7908e-01,3.4172e-02
1.0000e+03,9.8197e-01,3.2670e+00,1.7501e+01,4.8272e-01,3.4451e-02
1.0100e+03,9.7807e-01,3.2634e+00,1.7501e+01,4.8635e-01,3.4729e-02
1.0200e+03,9.7418e-01,3.2598e+00,1.7501e+01,4.8996e-01,3.5005e-02
1.0300e+03,9.7032e-01,3.2562e+00,1.7501e+01,4.9355e-01,3.5281e-02
1.0400e+03,9.6647e-01,3.2526e+00,1.7501e+01,4.9712e-01,3.5555e-02
1.0500e+03,9.6265e-01,3.2490e+00,1.7501e+01,5.0067e-01,3.5828e-02
1.0600e+03,9.5884e-01,3.2455e+00,1.7501e+01,5.0420e-01,3.6100e-02
1.0700e+03,9.5505e-01,3.2420e+00,1.7501e+01,5.0772e-01,3.6371e-02
1.0800e+03,9.5128e-01,3.2385e+00,1.7501e+01,5.1122e-01,3.6641e-02
1.0900e+03,9.4753e-01,3.2350e+00,1.7501e+01,5.1470e-01,3.6910e-02
1.1000e+03,9.4380e-01,3.2315e+00,1.7501e+01,5.1817e-01,3.7178e-02
1.1100e+03,9.4008e-01,3.2281e+00,1.7501e+01,5.2162e-01,3.7445e-02
1.1200e+03,9.3639e-01,3.2247e+00,1.7501e+01,5.2505e-01,3.7711e-02
1.1300e+03,9.3271e-01,3.2212e+00,1.7501e+01,5.2846e-01,3.7976e-02
1.1400e+03,9.2905e-01,3.2178e+00,1.7501e+01,5.3185e-01,3.8239e-02
1.1500e+03,9.2541e-01,3.2145e+00,1.7501e+01,5.3523e-01,3.8502e-02
1.1600e+03,9.2178e-01,3.2111e+00,1.7501e+01,5.3860e-01,3.8764e-02
1.1700e+03,9.1818e-01,3.2077e+00,1.7501e+01,5.4194e-01,3.9024e-02
1.1800e+03,9.1459e-01,3.2044e+00,1.7501e+01,5.4527e-01,3.9284e-02
1.1900e+03,9.1102e-01,3.2011e+00,1.7501e+01,5.4858e-01,3.9543e-02
1.2000e+03,9.0746e-01,3.1978e+00,1.7501e+01,5.5188e-01,3.9800e-02
1.2100e+03,9.0393e-01,3.1945e+00,1.7501e+01,5.5516e-01,4.0057e-02
1.2200e+03,9.0041e-01,3.1913e+00,1.7501e+01,5.5843e-01,4.0312e-02
1.2300e+03,8.9690e-01,3.1880e+00,1.7501e+01,5.6167e-01,4.0567e-02
1.2400e+03,8.9342e-01,3.1848e+00,1.7501e+01,5.6491e-01,4.0821e-02
1.2500e+03,8.8995e-01,3.1815e+00,1.7501e+01,5.6812e-01,4.1073e-02
1.2600e+03,8.8649e-01,3.1783e+00,1.7501e+01,5.7132e-01,4.1325e-02
