t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,5.5000e+00,5.5000e+00,1.7500e+01,0.0000e+00,0.0000e+00
1.0000e+01,5.4615e+00,5.4662e+00,1.7503e+01,3.3789e-02,1.5406e-03
2.0000e+01,5.4266e+00,5.4327e+00,1.7503e+01,6.7233e-02,3.0749e-03
3.0000e+01,5.3920e+00,5.3996e+00,1.7503e+01,1.0026e-01,4.5995e-03
4.0000e+01,5.3579e+00,5.3670e+00,1.7503e+01,1.3289e-01,6.1146e-03
5.0000e+01,5.3241e+00,5.3348e+00,1.7503e+01,1.6511e-01,7.6202e-03
6.0000e+01,5.2908e+00,5.3029e+00,1.7503e+01,1.9695e-01,9.1164e-03
7.0000e+01,5.2579e+00,5.2714e+00,1.7503e+01,2.2840e-01,1.0603e-02
8.0000e+01,5.2253e+00,5.2403e+00,1.7503e+01,2.5947e-01,1.2081e-02
9.0000e+01,5.1931e+00,5.2096e+00,1.7503e+01,2.9017e-01,1.3550e-02
1.0000e+02,5.1613e+00,5.1793e+00,1.7503e+01,3.2050e-01,1.5010e-02
1.1000e+02,5.1299e+00,5.1493e+00,1.7503e+01,3.5048e-01,1.6461e-02
1.2000e+02,5.0989e+00,5.1196e+00,1.7503e+01,3.8010e-01,1.7904e-02
1.3000e+02,5.0681e+00,5.0904e+00,1.7503e+01,4.0938e-01,1.9338e-02
1.4000e+02,5.0378e+00,5.0614e+00,1.7503e+01,4.3832e-01,2.0763e-02
1.5000e+02,5.0078e+00,5.0328e+00,1.7503e+01,4.6692e-01,2.2180e-02
1.6000e+02,4.9781e+00,5.0045e+00,1.7503e+01,4.9520e-01,2.3588e-02
1.7000e+02,4.9487e+00,4.9765e+00,1.7503e+01,5.2315e-01,2.4989e-02
1.8000e+02,4.9197e+00,4.9489e+00,1.7503e+01,5.5079e-01,2.6381e-02
1.9000e+02,4.8910e+00,4.9215e+00,1.7503e+01,5.7811e-01,2.7765e-02
2.0000e+02,4.8626e+00,4.8945e+00,1.7503e+01,6.0513e-01,2.9141e-02
2.1000e+02,4.8345e+00,4.8678e+00,1.7503e+01,6.3184e-01,3.0509e-02
2.2000e+02,4.8067e+00,4.8413e+00,1.7503e+01,6.5826e-01,3.1870e-02
2.3000e+02,4.7793e+00,4.8152e+00,1.7503e+01,6.8438e-01,3.3222e-02
2.4000e+02,4.7521e+00,4.7893e+00,1.7503e+01,7.1022e-01,3.4567e-02
2.5000e+02,4.7252e+00,4.7638e+00,1.7503e+01,7.3578e-01,3.5905e-02
2.6000e+02,4.6986e+00,4.7385e+00,1.7503e+01,7.6105e-01,3.7235e-02
2.7000e+02,4.6722e+00,4.7135e+00,1.7503e+01,7.8606e-01,3.8558e-02
2.8000e+02,4.6462e+00,4.6887e+00,1.7503e+01,8.1079e-01,3.9873e-02
2.9000e+02,4.6204e+00,4.6642e+00,1.7503e+01,8.3526e-01,4.1181e-02
3.0000e+02,4.5949e+00,4.6400e+00,1.7503e+01,8.5947e-01,4.2482e-02
3.1000e+02,4.5697e+00,4.6160e+00,1.7503e+01,8.8342e-01,4.3776e-02
3.2000e+02,4.5447e+00,4.5923e+00,1.7503e+01,9.0712e-01,4.5063e-02
3.3000e+02,4.5199e+00,4.5689e+00,1.7503e+01,9.3057e-01,4.6342e-02
3.4000e+02,4.4955e+00,4.5457e+00,1.7503e+01,9.5378e-01,4.7615e-02
3.5000e+02,4.4712e+00,4.5227e+00,1.7503e+01,9.7674e-01,4.8882e-02
3.6000e+02,4.4473e+00,4.4999e+00,1.7503e+01,9.9947e-01,5.0141e-02
3.7000e+02,4.4235e+00,4.4774e+00,1.7503e+01,1.0220e+00,5.1394e-02
3.8000e+02,4.4000e+00,4.4552e+00,1.7503e+01,1.0442e+00,5.2640e-02
