t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,5.0000e+00,1.2500e+01,1.2500e+01,0.0000e+00,0.0000e+00
1.0000e+01,4.8998e+00,1.2405e+01,1.2504e+01,9.4334e-02,1.8938e-03
2.0000e+01,4.8058e+00,1.2313e+01,1.2504e+01,1.8648e-01,3.7577e-03
3.0000e+01,4.7142e+00,1.2223e+01,1.2504e+01,2.7622e-01,5.5863e-03
4.0000e+01,4.6250e+00,1.2136e+01,1.2504e+01,3.6364e-01,7.3808e-03
5.0000e+01,4.5380e+00,1.2051e+01,1.2504e+01,4.4883e-01,9.1419e-03
6.0000e+01,4.4533e+00,1.1968e+01,1.2504e+01,5.3186e-01,1.0870e-02
7.0000e+01,4.3706e+00,1.1887e+01,1.2504e+01,6.1281e-01,1.2567e-02
8.0000e+01,4.2900e+00,1.1808e+01,1.2504e+01,6.9175e-01,1.4233e-02
9.0000e+01,4.2114e+00,1.1731e+01,1.2504e+01,7.6875e-01,1.5868e-02
1.0000e+02,4.1347e+00,1.1655e+01,1.2504e+01,8.4387e-01,1.7474e-02
1.1000e+02,4.0598e+00,1.1582e+01,1.2504e+01,9.1717e-01,1.9052e-02
1.2000e+02,3.9867e+00,1.1510e+01,1.2504e+01,9.8871e-01,2.0601e-02
1.3000e+02,3.9153e+00,1.1440e+01,1.2504e+01,1.0586e+00,2.2122e-02
1.4000e+02,3.8456e+00,1.1372e+01,1.2504e+01,1.1268e+00,2.3617e-02
1.5000e+02,3.7776e+00,1.1306e+01,1.2504e+01,1.1934e+00,2.5086e-02
1.6000e+02,3.7110e+00,1.1240e+01,1.2504e+01,1.2584e+00,2.6529e-02
1.7000e+02,3.6461e+00,1.1177e+01,1.2504e+01,1.3220e+00,2.7946e-02
1.8000e+02,3.5825e+00,1.1115e+01,1.2504e+01,1.3841e+00,2.9340e-02
1.9000e+02,3.5205e+00,1.1054e+01,1.2504e+01,1.4448e+00,3.0709e-02
2.0000e+02,3.4598e+00,1.0995e+01,1.2504e+01,1.5042e+00,3.2055e-02
2.1000e+02,3.4004e+00,1.0936e+01,1.2504e+01,1.5622e+00,3.3378e-02
2.2000e+02,3.3424e+00,1.0880e+01,1.2504e+01,1.6190e+00,3.4679e-02
2.3000e+02,3.2856e+00,1.0824e+01,1.2504e+01,1.6745e+00,3.5958e-02
2.4000e+02,3.2300e+00,1.0770e+01,1.2504e+01,1.7288e+00,3.7215e-02
2.5000e+02,3.1756e+00,1.0717e+01,1.2504e+01,1.7819e+00,3.8451e-02
2.6000e+02,3.1224e+00,1.0665e+01,1.2504e+01,1.8339e+00,3.9667e-02
2.7000e+02,3.0704e+00,1.0614e+01,1.2504e+01,1.8848e+00,4.0862e-02
