t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,4.0000e+00,1.8000e+01,1.7500e+01,0.0000e+00,0.0000e+00
1.0000e+01,3.9189e+00,1.7922e+01,1.7502e+01,7.7777e-02,1.0826e-03
2.0000e+01,3.8417e+00,1.7846e+01,1.7502e+01,1.5388e-01,2.1464e-03
3.0000e+01,3.7663e+00,1.7772e+01,1.7502e+01,2.2818e-01,3.1894e-03
4.0000e+01,3.6928e+00,1.7699e+01,1.7502e+01,3.0074e-01,4.2123e-03
5.0000e+01,3.6209e+00,1.7628e+01,1.7502e+01,3.7161e-01,5.2153e-03
6.0000e+01,3.5507e+00,1.7559e+01,1.7502e+01,4.4084e-01,6.1990e-03
7.0000e+01,3.4821e+00,1.7491e+01,1.7502e+01,5.0847e-01,7.1638e-03
8.0000e+01,3.4151e+00,1.7425e+01,1.7502e+01,5.7455e-01,8.1101e-03
9.0000e+01,3.3495e+00,1.7360e+01,1.7502e+01,6.3914e-01,9.0384e-03
1.0000e+02,3.2855e+00,1.7297e+01,1.7502e+01,7.0226e-01,9.9490e-03
1.1000e+02,3.2229e+00,1.7236e+01,1.7502e+01,7.6396e-01,1.0842e-02
1.2000e+02,3.1617e+00,1.7175e+01,1.7502e+01,8.2428e-01,1.1719e-02
1.3000e+02,3.1019e+00,1.7116e+01,1.7502e+01,8.8326e-01,1.2579e-02
1.4000e+02,3.0434e+00,1.7058e+01,1.7502e+01,9.4094e-01,1.3423e-02
1.5000e+02,2.9861e+00,1.7002e+01,1.7502e+01,9.9735e-01,1.4251e-02
1.6000e+02,2.9301e+00,1.6947e+01,1.7502e+01,1.0525e+00,1.5063e-02
1.7000e+02,2.8754e+00,1.6893e+01,1.7502e+01,1.1065e+00,1.5861e-02
1.8000e+02,2.8218e+00,1.6840e+01,1.7502e+01,1.1593e+00,1.6644e-02
1.9000e+02,2.7693e+00,1.6788e+01,1.7502e+01,1.2110e+00,1.7412e-02
2.0000e+02,2.7180e+00,1.6738e+01,1.7502e+01,1.2615e+00,1.8166e-02
2.1000e+02,2.6678e+00,1.6688e+01,1.7502e+01,1.3110e+00,1.8906e-02
2.2000e+02,2.6186e+00,1.6640e+01,1.7502e+01,1.3594e+00,1.9633e-02
2.3000e+02,2.5705e+00,1.6592e+01,1.7502e+01,1.4069e+00,2.0346e-02
2.4000e+02,2.5234e+00,1.6546e+01,1.7502e+01,1.4533e+00,2.1046e-02
2.5000e+02,2.4773e+00,1.6500e+01,1.7502e+01,1.4987e+00,2.1734e-02
2.6000e+02,2.4321e+00,1.6456e+01,1.7502e+01,1.5432e+00,2.2409e-02
2.7000e+02,2.3879e+00,1.6412e+01,1.7502e+01,1.5868e+00,2.3072e-02
2.8000e+02,2.3445e+00,1.6370e+01,1.7502e+01,1.6294e+00,2.3723e-02
2.9000e+02,2.3021e+00,1.6328e+01,1.7502e+01,1.6712e+00,2.4362e-02
3.0000e+02,2.2605e+00,1.6287e+01,1.7502e+01,1.7122e+00,2.4989e-02
3.1000e+02,2.2198e+00,1.6247e+01,1.7502e+01,1.7523e+00,2.5606e-02
3.2000e+02,2.1799e+00,1.6207e+01,1.7502e+01,1.7916e+00,2.6211e-02
3.3000e+02,2.1408e+00,1.6169e+01,1.7502e+01,1.8301e+00,2.6805e-02
3.4000e+02,2.1025e+00,1.6131e+01,1.7502e+01,1.8678e+00,2.7389e-02
3.5000e+02,2.0650e+00,1.6094e+01,1.7502e+01,1.9048e+00,2.7963e-02
3.6000e+02,2.0282e+00,1.6058e+01,1.7502e+01,1.9410e+00,2.8526e-02
3.7000e+02,1.9922e+00,1.6022e+01,1.7502e+01,1.9765e+00,2.9079e-02
3.8000e+02,1.9568e+00,1.5988e+01,1.7502e+01,2.0113e+00,2.9623e-02
3.9000e+02,1.9222e+00,1.5953e+01,1.7502e+01,2.0454e+00,3.0157e-02
4.0000e+02,1.8882e+00,1.5920e+01,1.7502e+01,2.0788e+00,3.0682e-02
4.1000e+02,1.8549e+00,1.5887e+01,1.7502e+01,2.1116e+00,3.1197e-02
4.2000e+02,1.8223e+00,1.5855e+01,1.7502e+01,2.1438e+00,3.1703e-02
4.3000e+02,1.7902e+00,1.5823e+01,1.7502e+01,2.1753e+00,3.2201e-02
4.4000e+02,1.7589e+00,1.5793e+01,1.7502e+01,2.2062e+00,3.2689e-02
4.5000e+02,1.7281e+00,1.5762e+01,1.7502e+01,2.2365e+00,3.3170e-02
4.6000e+02,1.6979e+00,1.5732e+01,1.7502e+01,2.2662e+00,3.3641e-02
4.7000e+02,1.6683e+00,1.5703e+01,1.7502e+01,2.2953e+00,3.4105e-02
4.8000e+02,1.6392e+00,1.5675e+01,1.7502e+01,2.3239e+00,3.4561e-02
4.9000e+02,1.6107e+00,1.5647e+01,1.7502e+01,2.3520e+00,3.5008e-02
5.0000e+02,1.5828e+00,1.5619e+01,1.7502e+01,2.3795e+00,3.5448e-02
5.1000e+02,1.5554e+00,1.5592e+01,1.7502e+01,2.4065e+00,3.5881e-02
5.2000e+02,1.5285e+00,1.5566e+01,1.7502e+01,2.4330e+00,3.6305e-02
5.3000e+02,1.5021e+00,1.5540e+01,1.7502e+01,2.4589e+00,3.6723e-02
5.4000e+02,1.4762e+00,1.5514e+01,1.7502e+01,2.4844e+00,3.7133e-02
5.5000e+02,1.4508e+00,1.5489e+01,1.7502e+01,2.5094e+00,3.7537e-02
5.6000e+02,1.4258e+00,1.5465e+01,1.7502e+01,2.5340e+00,3.7933e-02
5.7000e+02,1.4013e+00,1.5440e+01,1.7502e+01,2.5581e+00,3.8323e-02
5.8000e+02,1.3773e+00,1.5417e+01,1.7502e+01,2.5817e+00,3.8706e-02
5.9000e+02,1.3538e+00,1.5394e+01,1.7502e+01,2.6049e+00,3.9082e-02
6.0000e+02,1.3306e+00,1.5371e+01,1.7502e+01,2.6276e+00,3.9452e-02
6.1000e+02,1.3079e+00,1.5348e+01,1.7502e+01,2.6500e+00,3.9816e-02
6.2000e+02,1.2856e+00,1.5327e+01,1.7502e+01,2.6719e+00,4.0173e-02
6.3000e+02,1.2637e+00,1.5305e+01,1.7502e+01,2.6935e+00,4.0525e-02
6.4000e+02,1.2423e+00,1.5284e+01,1.7502e+01,2.7146e+00,4.0870e-02
6.5000e+02,1.2212e+00,1.5263e+01,1.7502e+01,2.7353e+00,4.1210e-02
6.6000e+02,1.2005e+00,1.5243e+01,1.7502e+01,2.7557e+00,4.1544e-02
6.7000e+02,1.1801e+00,1.5223e+01,1.7502e+01,2.7757e+00,4.1872e-02
6.8000e+02,1.1602e+00,1.5203e+01,1.7502e+01,2.7953e+00,4.2195e-02
6.9000e+02,1.1406e+00,1.5184e+01,1.7502e+01,2.8146e+00,4.2512e-02
7.0000e+02,1.1213e+00,1.5165e+01,1.7502e+01,2.8336e+00,4.2824e-02
7.1000e+02,1.1024e+00,1.5146e+01,1.7502e+01,2.8522e+00,4.3131e-02
7.2000e+02,1.0839e+00,1.5128e+01,1.7502e+01,2.8704e+00,4.3432e-02
7.3000e+02,1.0656e+00,1.5110e+01,1.7502e+01,2.8883e+00,4.3728e-02
7.4000e+02,1.0478e+00,1.5092e+01,1.7502e+01,2.9059e+00,4.4020e-02
7.5000e+02,1.0302e+00,1.5075e+01,1.7502e+01,2.9232e+00,4.4307e-02
7.6000e+02,1.0129e+00,1.5058e+01,1.7502e+01,2.9402e+00,4.4588e-02
7.7000e+02,9.9595e-01,1.5041e+01,1.7502e+01,2.9569e+00,4.4865e-02
