t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,1.5000e+00,2.2500e+00,1.0000e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.4911e+00,2.2434e+00,1.0001e+01,6.6165e-03,7.3625e-04
2.0000e+01,1.4838e+00,2.2368e+00,1.0001e+01,1.3207e-02,1.4718e-03
3.0000e+01,1.4766e+00,2.2302e+00,1.0001e+01,1.9747e-02,2.2038e-03
4.0000e+01,1.4693e+00,2.2237e+00,1.0001e+01,2.6236e-02,2.9322e-03
5.0000e+01,1.4622e+00,2.2173e+00,1.0001e+01,3.2674e-02,3.6571e-03
6.0000e+01,1.4551e+00,2.2109e+00,1.0001e+01,3.9063e-02,4.3785e-03
7.0000e+01,1.4480e+00,2.2045e+00,1.0001e+01,4.5403e-02,5.0964e-03
8.0000e+01,1.4410e+00,2.1982e+00,1.0001e+01,5.1694e-02,5.8108e-03
9.0000e+01,1.4340e+00,2.1920e+00,1.0001e+01,5.7937e-02,6.5218e-03
1.0000e+02,1.4271e+00,2.1858e+00,1.0001e+01,6.4132e-02,7.2294e-03
1.1000e+02,1.4203e+00,2.1796e+00,1.0001e+01,7.0280e-02,7.9336e-03
1.2000e+02,1.4135e+00,2.1735e+00,1.0001e+01,7.6382e-02,8.6344e-03
1.3000e+02,1.4067e+00,2.1675e+00,1.0001e+01,8.2438e-02,9.3319e-03
1.4000e+02,1.4000e+00,2.1615e+00,1.0001e+01,8.8448e-02,1.0026e-02
1.5000e+02,1.3934e+00,2.1555e+00,1.0001e+01,9.4413e-02,1.0717e-02
1.6000e+02,1.3868e+00,2.1496e+00,1.0001e+01,1.0033e-01,1.1405e-02
1.7000e+02,1.3802e+00,2.1437e+00,1.0001e+01,1.0621e-01,1.2089e-02
1.8000e+02,1.3737e+00,2.1378e+00,1.0001e+01,1.1204e-01,1.2770e-02
1.9000e+02,1.3672e+00,2.1320e+00,1.0001e+01,1.1783e-01,1.3448e-02
2.0000e+02,1.3608e+00,2.1263e+00,1.0001e+01,1.2358e-01,1.4123e-02
2.1000e+02,1.3544e+00,2.1206e+00,1.0001e+01,1.2929e-01,1.4795e-02
2.2000e+02,1.3481e+00,2.1149e+00,1.0001e+01,1.3495e-01,1.5463e-02
