t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,2.0000e+00,1.1000e+01,1.2500e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.9642e+00,1.0966e+01,1.2502e+01,3.3474e-02,7.6193e-04
2.0000e+01,1.9305e+00,1.0934e+01,1.2502e+01,6.6382e-02,1.5132e-03
3.0000e+01,1.8975e+00,1.0901e+01,1.2502e+01,9.8633e-02,2.2518e-03
4.0000e+01,1.8652e+00,1.0870e+01,1.2502e+01,1.3024e-01,2.9778e-03
5.0000e+01,1.8335e+00,1.0839e+01,1.2502e+01,1.6123e-01,3.6915e-03
6.0000e+01,1.8024e+00,1.0808e+01,1.2502e+01,1.9161e-01,4.3932e-03
7.0000e+01,1.7719e+00,1.0778e+01,1.2502e+01,2.2139e-01,5.0830e-03
8.0000e+01,1.7420e+00,1.0749e+01,1.2502e+01,2.5060e-01,5.7613e-03
9.0000e+01,1.7127e+00,1.0720e+01,1.2502e+01,2.7923e-01,6.4282e-03
1.0000e+02,1.6840e+00,1.0692e+01,1.2502e+01,3.0732e-01,7.0839e-03
1.1000e+02,1.6558e+00,1.0665e+01,1.2502e+01,3.3486e-01,7.7287e-03
1.2000e+02,1.6282e+00,1.0638e+01,1.2502e+01,3.6187e-01,8.3628e-03
1.3000e+02,1.6010e+00,1.0611e+01,1.2502e+01,3.8837e-01,8.9864e-03
1.4000e+02,1.5744e+00,1.0585e+01,1.2502e+01,4.1437e-01,9.5997e-03
1.5000e+02,1.5483e+00,1.0560e+01,1.2502e+01,4.3988e-01,1.0203e-02
1.6000e+02,1.5227e+00,1.0535e+01,1.2502e+01,4.6490e-01,1.0796e-02
1.7000e+02,1.4976e+00,1.0510e+01,1.2502e+01,4.8946e-01,1.1379e-02
1.8000e+02,1.4729e+00,1.0486e+01,1.2502e+01,5.1355e-01,1.1953e-02
1.9000e+02,1.4487e+00,1.0462e+01,1.2502e+01,5.3720e-01,1.2518e-02
2.0000e+02,1.4249e+00,1.0439e+01,1.2502e+01,5.6041e-01,1.3073e-02
2.1000e+02,1.4016e+00,1.0416e+01,1.2502e+01,5.8319e-01,1.3619e-02
2.2000e+02,1.3787e+00,1.0394e+01,1.2502e+01,6.0555e-01,1.4156e-02
2.3000e+02,1.3562e+00,1.0372e+01,1.2502e+01,6.2750e-01,1.4685e-02
2.4000e+02,1.3341e+00,1.0350e+01,1.2502e+01,6.4905e-01,1.5205e-02
2.5000e+02,1.3125e+00,1.0329e+01,1.2502e+01,6.7021e-01,1.5716e-02
2.6000e+02,1.2912e+00,1.0308e+01,1.2502e+01,6.9098e-01,1.6219e-02
2.7000e+02,1.2703e+00,1.0288e+01,1.2502e+01,7.1138e-01,1.6715e-02
2.8000e+02,1.2498e+00,1.0268e+01,1.2502e+01,7.3140e-01,1.7202e-02
2.9000e+02,1.2296e+00,1.0248e+01,1.2502e+01,7.5107e-01,1.7681e-02
3.0000e+02,1.2099e+00,1.0229e+01,1.2502e+01,7.7039e-01,1.8153e-02
3.1000e+02,1.1904e+00,1.0210e+01,1.2502e+01,7.8936e-01,1.8617e-02
3.2000e+02,1.1713e+00,1.0191e+01,1.2502e+01,8.0799e-01,1.9073e-02
3.3000e+02,1.1526e+00,1.0173e+01,1.2502e+01,8.2629e-01,1.9523e-02
3.4000e+02,1.1342e+00,1.0155e+01,1.2502e+01,8.4427e-01,1.9965e-02
3.5000e+02,1.1161e+00,1.0137e+01,1.2502e+01,8.6193e-01,2.0400e-02
3.6000e+02,1.0983e+00,1.0120e+01,1.2502e+01,8.7928e-01,2.0828e-02
3.7000e+02,1.0808e+00,1.0103e+01,1.2502e+01,8.9633e-01,2.1250e-02
3.8000e+02,1.0637e+00,1.0086e+01,1.2502e+01,9.1308e-01,2.1665e-02
3.9000e+02,1.0468e+00,1.0070e+01,1.2502e+01,9.2953e-01,2.2073e-02
4.0000e+02,1.0302e+00,1.0054e+01,1.2502e+01,9.4571e-01,2.2475e-02
4.1000e+02,1.0139e+00,1.0038e+01,1.2502e+01,9.6159e-01,2.2870e-02
4.2000e+02,9.9793e-01,1.0022e+01,1.2502e+01,9.7721e-01,2.3259e-02
4.3000e+02,9.8220e-01,1.0007e+01,1.2502e+01,9.9256e-01,2.3642e-02
