t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,3.0000e+00,1.2000e+01,2.5000e+00,0.0000e+00,0.0000e+00
1.0000e+01,2.7595e+00,1.1774e+01,2.5119e+00,2.2386e-01,4.7080e-03
2.0000e+01,2.5485e+00,1.1566e+01,2.5119e+00,4.3044e-01,9.1329e-03
3.0000e+01,2.3563e+00,1.1378e+01,2.5119e+00,6.1859e-01,1.3233e-02
4.0000e+01,2.1808e+00,1.1205e+01,2.5119e+00,7.9030e-01,1.7034e-02
5.0000e+01,2.0202e+00,1.1048e+01,2.5119e+00,9.4733e-01,2.0562e-02
6.0000e+01,1.8731e+00,1.0903e+01,2.5119e+00,1.0912e+00,2.3838e-02
7.0000e+01,1.7381e+00,1.0771e+01,2.5119e+00,1.2232e+00,2.6882e-02
8.0000e+01,1.6140e+00,1.0649e+01,2.5119e+00,1.3444e+00,2.9713e-02
9.0000e+01,1.4997e+00,1.0537e+01,2.5119e+00,1.4560e+00,3.2347e-02
1.0000e+02,1.3944e+00,1.0434e+01,2.5119e+00,1.5589e+00,3.4798e-02
1.1000e+02,1.2973e+00,1.0339e+01,2.5119e+00,1.6537e+00,3.7082e-02
1.2000e+02,1.2075e+00,1.0251e+01,2.5119e+00,1.7414e+00,3.9209e-02
1.3000e+02,1.1246e+00,1.0170e+01,2.5119e+00,1.8223e+00,4.1192e-02
1.4000e+02,1.0478e+00,1.0095e+01,2.5119e+00,1.8973e+00,4.3041e-02
1.5000e+02,9.7664e-01,1.0025e+01,2.5119e+00,1.9667e+00,4.4766e-02
1.6000e+02,9.1069e-01,9.9604e+00,2.5119e+00,2.0310e+00,4.6376e-02
1.7000e+02,8.4950e-01,9.9005e+00,2.5119e+00,2.0907e+00,4.7878e-02
1.8000e+02,7.9270e-01,9.8449e+00,2.5119e+00,2.1461e+00,4.9281e-02
1.9000e+02,7.3993e-01,9.7933e+00,2.5119e+00,2.1976e+00,5.0591e-02
