t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,4.5000e+00,9.0000e+00,2.2500e+01,0.0000e+00,0.0000e+00
1.0000e+01,4.4619e+00,8.9648e+00,2.2502e+01,3.5112e-02,9.7723e-04
2.0000e+01,4.4262e+00,8.9301e+00,2.2502e+01,6.9870e-02,1.9484e-03
3.0000e+01,4.3909e+00,8.8957e+00,2.2502e+01,1.0422e-01,2.9119e-03
4.0000e+01,4.3560e+00,8.8617e+00,2.2502e+01,1.3817e-01,3.8677e-03
5.0000e+01,4.3215e+00,8.8282e+00,2.2502e+01,1.7172e-01,4.8160e-03
6.0000e+01,4.2874e+00,8.7950e+00,2.2502e+01,2.0488e-01,5.7569e-03
7.0000e+01,4.2536e+00,8.7622e+00,2.2502e+01,2.3766e-01,6.6905e-03
8.0000e+01,4.2203e+00,8.7298e+00,2.2502e+01,2.7006e-01,7.6167e-03
9.0000e+01,4.1874e+00,8.6977e+00,2.2502e+01,3.0210e-01,8.5358e-03
1.0000e+02,4.1548e+00,8.6661e+00,2.2502e+01,3.3377e-01,9.4477e-03
1.1000e+02,4.1226e+00,8.6347e+00,2.2502e+01,3.6508e-01,1.0353e-02
1.2000e+02,4.0907e+00,8.6038e+00,2.2502e+01,3.9604e-01,1.1251e-02
1.3000e+02,4.0592e+00,8.5731e+00,2.2502e+01,4.2665e-01,1.2142e-02
1.4000e+02,4.0281e+00,8.5428e+00,2.2502e+01,4.5692e-01,1.3026e-02
1.5000e+02,3.9972e+00,8.5129e+00,2.2502e+01,4.8686e-01,1.3903e-02
1.6000e+02,3.9668e+00,8.4833e+00,2.2502e+01,5.1646e-01,1.4774e-02
1.7000e+02,3.9366e+00,8.4540e+00,2.2502e+01,5.4574e-01,1.5639e-02
1.8000e+02,3.9068e+00,8.4250e+00,2.2502e+01,5.7469e-01,1.6496e-02
1.9000e+02,3.8773e+00,8.3964e+00,2.2502e+01,6.0334e-01,1.7348e-02
2.0000e+02,3.8481e+00,8.3680e+00,2.2502e+01,6.3167e-01,1.8193e-02
2.1000e+02,3.8193e+00,8.3400e+00,2.2502e+01,6.5969e-01,1.9031e-02
2.2000e+02,3.7907e+00,8.3123e+00,2.2502e+01,6.8742e-01,1.9864e-02
2.3000e+02,3.7625e+00,8.2848e+00,2.2502e+01,7.1484e-01,2.0690e-02
2.4000e+02,3.7345e+00,8.2577e+00,2.2502e+01,7.4198e-01,2.1510e-02
2.5000e+02,3.7069e+00,8.2308e+00,2.2502e+01,7.6882e-01,2.2324e-02
2.6000e+02,3.6795e+00,8.2042e+00,2.2502e+01,7.9539e-01,2.3132e-02
2.7000e+02,3.6524e+00,8.1779e+00,2.2502e+01,8.2167e-01,2.3935e-02
2.8000e+02,3.6256e+00,8.1519e+00,2.2502e+01,8.4768e-01,2.4731e-02
2.9000e+02,3.5991e+00,8.1262e+00,2.2502e+01,8.7341e-01,2.5521e-02
3.0000e+02,3.5728e+00,8.1007e+00,2.2502e+01,8.9888e-01,2.6306e-02
3.1000e+02,3.5468e+00,8.0755e+00,2.2502e+01,9.2409e-01,2.7085e-02
3.2000e+02,3.5211e+00,8.0505e+00,2.2502e+01,9.4904e-01,2.7859e-02
3.3000e+02,3.4956e+00,8.0258e+00,2.2502e+01,9.7373e-01,2.8627e-02
3.4000e+02,3.4704e+00,8.0014e+00,2.2502e+01,9.9816e-01,2.9389e-02
3.5000e+02,3.4455e+00,7.9772e+00,2.2502e+01,1.0224e+00,3.0146e-02
3.6000e+02,3.4208e+00,7.9532e+00,2.2502e+01,1.0463e+00,3.0898e-02
3.7000e+02,3.3964e+00,7.9295e+00,2.2502e+01,1.0700e+00,3.1644e-02
3.8000e+02,3.3721e+00,7.9060e+00,2.2502e+01,1.0935e+00,3.2385e-02
3.9000e+02,3.3482e+00,7.8828e+00,2.2502e+01,1.1167e+00,3.3120e-02
4.0000e+02,3.3245e+00,7.8598e+00,2.2502e+01,1.1397e+00,3.3851e-02
4.1000e+02,3.3010e+00,7.8370e+00,2.2502e+01,1.1625e+00,3.4576e-02
4.2000e+02,3.2777e+00,7.8144e+00,2.2502e+01,1.1850e+00,3.5296e-02
4.3000e+02,3.2547e+00,7.7921e+00,2.2502e+01,1.2073e+00,3.6012e-02
4.4000e+02,3.2318e+00,7.7700e+00,2.2502e+01,1.2294e+00,3.6722e-02
4.5000e+02,3.2092e+00,7.7481e+00,2.2502e+01,1.2513e+00,3.7427e-02
4.6000e+02,3.1869e+00,7.7264e+00,2.2502e+01,1.2730e+00,3.8128e-02
4.7000e+02,3.1647e+00,7.7049e+00,2.2502e+01,1.2945e+00,3.8823e-02
4.8000e+02,3.1428e+00,7.6837e+00,2.2502e+01,1.3157e+00,3.9514e-02
4.9000e+02,3.1210e+00,7.6626e+00,2.2502e+01,1.3368e+00,4.0200e-02
5.0000e+02,3.0995e+00,7.6417e+00,2.2502e+01,1.3576e+00,4.0881e-02
5.1000e+02,3.0782e+00,7.6211e+00,2.2502e+01,1.3783e+00,4.1557e-02
5.2000e+02,3.0570e+00,7.6006e+00,2.2502e+01,1.3987e+00,4.2229e-02
5.3000e+02,3.0361e+00,7.5803e+00,2.2502e+01,1.4190e+00,4.2897e-02
5.4000e+02,3.0154e+00,7.5603e+00,2.2502e+01,1.4391e+00,4.3560e-02
5.5000e+02,2.9948e+00,7.5404e+00,2.2502e+01,1.4590e+00,4.4218e-02
5.6000e+02,2.9745e+00,7.5207e+00,2.2502e+01,1.4787e+00,4.4872e-02
5.7000e+02,2.9543e+00,7.5011e+00,2.2502e+01,1.4982e+00,4.5521e-02
5.8000e+02,2.9343e+00,7.4818e+00,2.2502e+01,1.5175e+00,4.6166e-02
5.9000e+02,2.9145e+00,7.4627e+00,2.2502e+01,1.5366e+00,4.6807e-02
6.0000e+02,2.8949e+00,7.4437e+00,2.2502e+01,1.5556e+00,4.7443e-02
6.1000e+02,2.8755e+00,7.4249e+00,2.2502e+01,1.5744e+00,4.8076e-02
6.2000e+02,2.8562e+00,7.4062e+00,2.2502e+01,1.5931e+00,4.8704e-02
6.3000e+02,2.8372e+00,7.3878e+00,2.2502e+01,1.6115e+00,4.9327e-02
6.4000e+02,2.8183e+00,7.3695e+00,2.2502e+01,1.6298e+00,4.9947e-02
6.5000e+02,2.7995e+00,7.3513e+00,2.2502e+01,1.6479e+00,5.0563e-02
6.6000e+02,2.7809e+00,7.3334e+00,2.2502e+01,1.6659e+00,5.1174e-02
6.7000e+02,2.7625e+00,7.3156e+00,2.2502e+01,1.6837e+00,5.1782e-02
6.8000e+02,2.7443e+00,7.2979e+00,2.2502e+01,1.7013e+00,5.2385e-02
6.9000e+02,2.7262e+00,7.2804e+00,2.2502e+01,1.7188e+00,5.2984e-02
7.0000e+02,2.7083e+00,7.2631e+00,2.2502e+01,1.7361e+00,5.3580e-02
