t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,1.5000e+00,6.7500e+00,1.0000e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.4784e+00,6.7305e+00,1.0001e+01,1.9421e-02,7.2032e-04
2.0000e+01,1.4585e+00,6.7113e+00,1.0001e+01,3.8602e-02,1.4338e-03
3.0000e+01,1.4389e+00,6.6924e+00,1.0001e+01,5.7474e-02,2.1378e-03
4.0000e+01,1.4196e+00,6.6738e+00,1.0001e+01,7.6042e-02,2.8324e-03
5.0000e+01,1.4007e+00,6.6556e+00,1.0001e+01,9.4313e-02,3.5177e-03
6.0000e+01,1.3820e+00,6.6376e+00,1.0001e+01,1.1229e-01,4.1940e-03
7.0000e+01,1.3637e+00,6.6198e+00,1.0001e+01,1.2999e-01,4.8613e-03
8.0000e+01,1.3456e+00,6.6024e+00,1.0001e+01,1.4740e-01,5.5198e-03
9.0000e+01,1.3278e+00,6.5853e+00,1.0001e+01,1.6454e-01,6.1696e-03
1.0000e+02,1.3103e+00,6.5684e+00,1.0001e+01,1.8141e-01,6.8108e-03
1.1000e+02,1.2930e+00,6.5518e+00,1.0001e+01,1.9802e-01,7.4437e-03
1.2000e+02,1.2761e+00,6.5354e+00,1.0001e+01,2.1436e-01,8.0683e-03
1.3000e+02,1.2594e+00,6.5193e+00,1.0001e+01,2.3046e-01,8.6848e-03
1.4000e+02,1.2429e+00,6.5034e+00,1.0001e+01,2.4631e-01,9.2932e-03
1.5000e+02,1.2267e+00,6.4878e+00,1.0001e+01,2.6191e-01,9.8937e-03
1.6000e+02,1.2107e+00,6.4724e+00,1.0001e+01,2.7727e-01,1.0486e-02
1.7000e+02,1.1950e+00,6.4573e+00,1.0001e+01,2.9240e-01,1.1071e-02
1.8000e+02,1.1796e+00,6.4424e+00,1.0001e+01,3.0730e-01,1.1649e-02
1.9000e+02,1.1643e+00,6.4277e+00,1.0001e+01,3.2198e-01,1.2219e-02
2.0000e+02,1.1493e+00,6.4132e+00,1.0001e+01,3.3643e-01,1.2782e-02
2.1000e+02,1.1345e+00,6.3990e+00,1.0001e+01,3.5066e-01,1.3337e-02
2.2000e+02,1.1199e+00,6.3849e+00,1.0001e+01,3.6468e-01,1.3886e-02
2.3000e+02,1.1056e+00,6.3711e+00,1.0001e+01,3.7850e-01,1.4427e-02
2.4000e+02,1.0914e+00,6.3575e+00,1.0001e+01,3.9210e-01,1.4962e-02
2.5000e+02,1.0775e+00,6.3441e+00,1.0001e+01,4.0551e-01,1.5489e-02
2.6000e+02,1.0638e+00,6.3308e+00,1.0001e+01,4.1872e-01,1.6010e-02
2.7000e+02,1.0502e+00,6.3178e+00,1.0001e+01,4.3173e-01,1.6525e-02
2.8000e+02,1.0369e+00,6.3050e+00,1.0001e+01,4.4455e-01,1.7033e-02
2.9000e+02,1.0238e+00,6.2923e+00,1.0001e+01,4.5719e-01,1.7534e-02
3.0000e+02,1.0108e+00,6.2799e+00,1.0001e+01,4.6964e-01,1.8029e-02
3.1000e+02,9.9808e-01,6.2676e+00,1.0001e+01,4.8191e-01,1.8518e-02
3.2000e+02,9.8550e-01,6.2555e+00,1.0001e+01,4.9400e-01,1.9001e-02
3.3000e+02,9.7311e-01,6.2436e+00,1.0001e+01,5.0591e-01,1.9478e-02
3.4000e+02,9.6089e-01,6.2318e+00,1.0001e+01,5.1766e-01,1.9948e-02
3.5000e+02,9.4885e-01,6.2202e+00,1.0001e+01,5.2924e-01,2.0413e-02
3.6000e+02,9.3698e-01,6.2088e+00,1.0001e+01,5.4065e-01,2.0872e-02
