t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,2.5000e+00,1.3750e+01,0.0000e+00,0.0000e+00,0.0000e+00
1.0000e+01,1.6792e+00,1.2969e+01,1.5319e-01,6.5541e-01,1.2235e-02
2.0000e+01,1.1430e+00,1.2436e+01,1.5319e-01,1.1813e+00,2.2527e-02
3.0000e+01,7.8053e-01,1.2075e+01,1.5319e-01,1.5365e+00,2.9745e-02
4.0000e+01,5.3420e-01,1.1830e+01,1.5319e-01,1.7778e+00,3.4778e-02
5.0000e+01,3.6619e-01,1.1663e+01,1.5319e-01,1.9423e+00,3.8273e-02
6.0000e+01,2.5130e-01,1.1549e+01,1.5319e-01,2.0548e+00,4.0692e-02
7.0000e+01,1.7259e-01,1.1471e+01,1.5319e-01,2.1319e+00,4.2364e-02
8.0000e+01,1.1859e-01,1.1417e+01,1.5319e-01,2.1847e+00,4.3518e-02
9.0000e+01,8.1520e-02,1.1380e+01,1.5319e-01,2.2210e+00,4.4313e-02
1.0000e+02,5.6051e-02,1.1355e+01,1.5319e-01,2.2459e+00,4.4861e-02
1.1000e+02,3.8546e-02,1.1337e+01,1.5319e-01,2.2630e+00,4.5238e-02
1.2000e+02,2.6511e-02,1.1325e+01,1.5319e-01,2.2748e+00,4.5498e-02
1.3000e+02,1.8235e-02,1.1317e+01,1.5319e-01,2.2829e+00,4.5677e-02
1.4000e+02,1.2544e-02,1.1312e+01,1.5319e-01,2.2885e+00,4.5800e-02
1.5000e+02,8.6288e-03,1.1308e+01,1.5319e-01,2.2923e+00,4.5884e-02
1.6000e+02,5.9359e-03,1.1305e+01,1.5319e-01,2.2949e+00,4.5943e-02
1.7000e+02,4.0835e-03,1.1303e+01,1.5319e-01,2.2967e+00,4.5983e-02
1.8000e+02,2.8092e-03,1.1302e+01,1.5319e-01,2.2980e+00,4.6010e-02
1.9000e+02,1.9326e-03,1.1301e+01,1.5319e-01,2.2988e+00,4.6029e-02
2.0000e+02,1.3295e-03,1.1300e+01,1.5319e-01,2.2994e+00,4.6042e-02
2.1000e+02,9.1466e-04,1.1300e+01,1.5319e-01,2.2998e+00,4.6051e-02
2.2000e+02,6.2925e-04,1.1300e+01,1.5319e-01,2.3001e+00,4.6058e-02
2.3000e+02,4.3290e-04,1.1300e+01,1.5319e-01,2.3003e+00,4.6062e-02
2.4000e+02,2.9781e-04,1.1299e+01,1.5319e-01,2.3004e+00,4.6065e-02
2.5000e+02,2.0488e-04,1.1299e+01,1.5319e-01,2.3005e+00,4.6067e-02
2.6000e+02,1.4095e-04,1.1299e+01,1.5319e-01,2.3006e+00,4.6068e-02
