t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,3.0000e+00,9.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.0000e+01,2.1161e+00,8.1823e+00,1.6828e-01,6.9541e-01,2.0165e-02
2.0000e+01,1.5252e+00,7.5995e+00,1.6828e-01,1.2684e+00,3.8163e-02
3.0000e+01,1.1073e+00,7.1876e+00,1.6828e-01,1.6727e+00,5.1745e-02
4.0000e+01,8.0839e-01,6.8931e+00,1.6828e-01,1.9614e+00,6.1947e-02
5.0000e+01,5.9266e-01,6.6806e+00,1.6828e-01,2.1695e+00,6.9583e-02
6.0000e+01,4.3589e-01,6.5263e+00,1.6828e-01,2.3205e+00,7.5287e-02
7.0000e+01,3.2135e-01,6.4135e+00,1.6828e-01,2.4308e+00,7.9539e-02
8.0000e+01,2.3733e-01,6.3308e+00,1.6828e-01,2.5117e+00,8.2706e-02
9.0000e+01,1.7551e-01,6.2700e+00,1.6828e-01,2.5711e+00,8.5063e-02
1.0000e+02,1.2992e-01,6.2252e+00,1.6828e-01,2.6150e+00,8.6816e-02
1.1000e+02,9.6246e-02,6.1920e+00,1.6828e-01,2.6474e+00,8.8118e-02
1.2000e+02,7.1338e-02,6.1675e+00,1.6828e-01,2.6713e+00,8.9086e-02
1.3000e+02,5.2898e-02,6.1494e+00,1.6828e-01,2.6890e+00,8.9806e-02
1.4000e+02,3.9236e-02,6.1359e+00,1.6828e-01,2.7021e+00,9.0340e-02
1.5000e+02,2.9109e-02,6.1260e+00,1.6828e-01,2.7119e+00,9.0736e-02
1.6000e+02,2.1600e-02,6.1186e+00,1.6828e-01,2.7191e+00,9.1031e-02
1.7000e+02,1.6029e-02,6.1131e+00,1.6828e-01,2.7244e+00,9.1250e-02
1.8000e+02,1.1897e-02,6.1090e+00,1.6828e-01,2.7284e+00,9.1412e-02
1.9000e+02,8.8302e-03,6.1060e+00,1.6828e-01,2.7314e+00,9.1533e-02
2.0000e+02,6.5544e-03,6.1038e+00,1.6828e-01,2.7335e+00,9.1622e-02
2.1000e+02,4.8654e-03,6.1021e+00,1.6828e-01,2.7352e+00,9.1689e-02
2.2000e+02,3.6117e-03,6.1009e+00,1.6828e-01,2.7364e+00,9.1738e-02
2.3000e+02,2.6811e-03,6.1000e+00,1.6828e-01,2.7373e+00,9.1775e-02
2.4000e+02,1.9903e-03,6.0993e+00,1.6828e-01,2.7379e+00,9.1802e-02
2.5000e+02,1.4775e-03,6.0988e+00,1.6828e-01,2.7384e+00,9.1822e-02
2.6000e+02,1.0968e-03,6.0984e+00,1.6828e-01,2.7388e+00,9.1837e-02
2.7000e+02,8.1426e-04,6.0981e+00,1.6828e-01,2.7391e+00,9.1848e-02
2.8000e+02,6.0449e-04,6.0979e+00,1.6828e-01,2.7393e+00,9.1856e-02
2.9000e+02,4.4875e-04,6.0978e+00,1.6828e-01,2.7394e+00,9.1863e-02
3.0000e+02,3.3314e-04,6.0977e+00,1.6828e-01,2.7395e+00,9.1867e-02
3.1000e+02,2.4732e-04,6.0976e+00,1.6828e-01,2.7396e+00,9.1870e-02
3.2000e+02,1.8360e-04,6.0975e+00,1.6828e-01,2.7397e+00,9.1873e-02
