t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,1.0000e+00,5.0000e+00,1.7500e+01,0.0000e+00,0.0000e+00
1.0000e+01,9.9354e-01,4.9944e+00,1.7501e+01,5.6075e-03,2.8053e-04
2.0000e+01,9.8768e-01,4.9888e+00,1.7501e+01,1.1188e-02,5.6005e-04
3.0000e+01,9.8186e-01,4.9833e+00,1.7501e+01,1.6730e-02,8.3792e-04
4.0000e+01,9.7608e-01,4.9777e+00,1.7501e+01,2.2234e-02,1.1142e-03
5.0000e+01,9.7034e-01,4.9723e+00,1.7501e+01,2.7698e-02,1.3888e-03
6.0000e+01,9.6464e-01,4.9668e+00,1.7501e+01,3.3125e-02,1.6618e-03
7.0000e+01,9.5898e-01,4.9615e+00,1.7501e+01,3.8515e-02,1.9332e-03
8.0000e+01,9.5336e-01,4.9561e+00,1.7501e+01,4.3866e-02,2.2030e-03
9.0000e+01,9.4778e-01,4.9508e+00,1.7501e+01,4.9181e-02,2.4712e-03
1.0000e+02,9.4223e-01,4.9455e+00,1.7501e+01,5.4459e-02,2.7379e-03
1.1000e+02,9.3672e-01,4.9403e+00,1.7501e+01,5.9701e-02,3.0030e-03
1.2000e+02,9.3126e-01,4.9351e+00,1.7501e+01,6.4907e-02,3.2666e-03
1.3000e+02,9.2582e-01,4.9299e+00,1.7501e+01,7.0077e-02,3.5286e-03
1.4000e+02,9.2043e-01,4.9247e+00,1.7501e+01,7.5211e-02,3.7892e-03
1.5000e+02,9.1507e-01,4.9196e+00,1.7501e+01,8.0311e-02,4.0482e-03
1.6000e+02,9.0975e-01,4.9146e+00,1.7501e+01,8.5375e-02,4.3056e-03
1.7000e+02,9.0446e-01,4.9095e+00,1.7501e+01,9.0405e-02,4.5616e-03
1.8000e+02,8.9921e-01,4.9045e+00,1.7501e+01,9.5401e-02,4.8162e-03
1.9000e+02,8.9400e-01,4.8996e+00,1.7501e+01,1.0036e-01,5.0692e-03
2.0000e+02,8.8882e-01,4.8946e+00,1.7501e+01,1.0529e-01,5.3208e-03
2.1000e+02,8.8367e-01,4.8897e+00,1.7501e+01,1.1019e-01,5.5709e-03
2.2000e+02,8.7856e-01,4.8849e+00,1.7501e+01,1.1505e-01,5.8196e-03
2.3000e+02,8.7349e-01,4.8801e+00,1.7501e+01,1.1988e-01,6.0668e-03
