t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,4.5000e+00,6.7500e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.0000e+01,3.3675e+00,5.7343e+00,2.0719e-01,8.8987e-01,3.5492e-02
2.0000e+01,2.6032e+00,4.9917e+00,2.0719e-01,1.6205e+00,6.9148e-02
3.0000e+01,2.0435e+00,4.4498e+00,2.0719e-01,2.1523e+00,9.7031e-02
4.0000e+01,1.6244e+00,4.0457e+00,2.0719e-01,2.5482e+00,1.2014e-01
5.0000e+01,1.3047e+00,3.7384e+00,2.0719e-01,2.8488e+00,1.3931e-01
6.0000e+01,1.0568e+00,3.5009e+00,2.0719e-01,3.0807e+00,1.5523e-01
7.0000e+01,8.6201e-01,3.3147e+00,2.0719e-01,3.2623e+00,1.6849e-01
8.0000e+01,7.0712e-01,3.1671e+00,2.0719e-01,3.4062e+00,1.7954e-01
9.0000e+01,5.8279e-01,3.0488e+00,2.0719e-01,3.5213e+00,1.8876e-01
1.0000e+02,4.8219e-01,2.9534e+00,2.0719e-01,3.6141e+00,1.9648e-01
1.1000e+02,4.0025e-01,2.8757e+00,2.0719e-01,3.6896e+00,2.0293e-01
1.2000e+02,3.3312e-01,2.8122e+00,2.0719e-01,3.7513e+00,2.0835e-01
1.3000e+02,2.7786e-01,2.7600e+00,2.0719e-01,3.8021e+00,2.1289e-01
1.4000e+02,2.3221e-01,2.7169e+00,2.0719e-01,3.8439e+00,2.1670e-01
1.5000e+02,1.9435e-01,2.6812e+00,2.0719e-01,3.8785e+00,2.1991e-01
1.6000e+02,1.6288e-01,2.6516e+00,2.0719e-01,3.9073e+00,2.2261e-01
1.7000e+02,1.3665e-01,2.6269e+00,2.0719e-01,3.9313e+00,2.2487e-01
1.8000e+02,1.1476e-01,2.6063e+00,2.0719e-01,3.9513e+00,2.2678e-01
1.9000e+02,9.6440e-02,2.5890e+00,2.0719e-01,3.9680e+00,2.2839e-01
2.0000e+02,8.1099e-02,2.5746e+00,2.0719e-01,3.9820e+00,2.2974e-01
2.1000e+02,6.8236e-02,2.5625e+00,2.0719e-01,3.9937e+00,2.3088e-01
2.2000e+02,5.7439e-02,2.5524e+00,2.0719e-01,4.0035e+00,2.3184e-01
2.3000e+02,4.8369e-02,2.5439e+00,2.0719e-01,4.0118e+00,2.3265e-01
2.4000e+02,4.0744e-02,2.5367e+00,2.0719e-01,4.0187e+00,2.3334e-01
2.5000e+02,3.4331e-02,2.5307e+00,2.0719e-01,4.0246e+00,2.3391e-01
2.6000e+02,2.8934e-02,2.5256e+00,2.0719e-01,4.0295e+00,2.3440e-01
2.7000e+02,2.4390e-02,2.5213e+00,2.0719e-01,4.0336e+00,2.3481e-01
2.8000e+02,2.0562e-02,2.5177e+00,2.0719e-01,4.0371e+00,2.3515e-01
2.9000e+02,1.7338e-02,2.5147e+00,2.0719e-01,4.0400e+00,2.3544e-01
3.0000e+02,1.4621e-02,2.5122e+00,2.0719e-01,4.0425e+00,2.3569e-01
3.1000e+02,1.2331e-02,2.5100e+00,2.0719e-01,4.0446e+00,2.3590e-01
3.2000e+02,1.0401e-02,2.5082e+00,2.0719e-01,4.0463e+00,2.3607e-01
3.3000e+02,8.7733e-03,2.5067e+00,2.0719e-01,4.0478e+00,2.3622e-01
3.4000e+02,7.4007e-03,2.5054e+00,2.0719e-01,4.0491e+00,2.3634e-01
3.5000e+02,6.2433e-03,2.5043e+00,2.0719e-01,4.0501e+00,2.3645e-01
3.6000e+02,5.2670e-03,2.5034e+00,2.0719e-01,4.0510e+00,2.3654e-01
3.7000e+02,4.4436e-03,2.5026e+00,2.0719e-01,4.0518e+00,2.3661e-01
3.8000e+02,3.7490e-03,2.5020e+00,2.0719e-01,4.0524e+00,2.3668e-01
3.9000e+02,3.1631e-03,2.5014e+00,2.0719e-01,4.0529e+00,2.3673e-01
4.0000e+02,2.6688e-03,2.5010e+00,2.0719e-01,4.0534e+00,2.3677e-01
4.1000e+02,2.2518e-03,2.5006e+00,2.0719e-01,4.0537e+00,2.3681e-01
4.2000e+02,1.8999e-03,2.5002e+00,2.0719e-01,4.0541e+00,2.3684e-01
4.3000e+02,1.6031e-03,2.5000e+00,2.0719e-01,4.0543e+00,2.3687e-01
4.4000e+02,1.3527e-03,2.4997e+00,2.0719e-01,4.0546e+00,2.3689e-01
4.5000e+02,1.1413e-03,2.4995e+00,2.0719e-01,4.0548e+00,2.3691e-01
4.6000e+02,9.6306e-04,2.4994e+00,2.0719e-01,4.0549e+00,2.3693e-01
4.7000e+02,8.1262e-04,2.4992e+00,2.0719e-01,4.0551e+00,2.3694e-01
4.8000e+02,6.8569e-04,2.4991e+00,2.0719e-01,4.0552e+00,2.3695e-01
4.9000e+02,5.7859e-04,2.4990e+00,2.0719e-01,4.0553e+00,2.3696e-01
5.0000e+02,4.8821e-04,2.4989e+00,2.0719e-01,4.0553e+00,2.3697e-01
5.1000e+02,4.1196e-04,2.4988e+00,2.0719e-01,4.0554e+00,2.3698e-01
5.2000e+02,3.4762e-04,2.4988e+00,2.0719e-01,4.0555e+00,2.3699e-01
