t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,2.0000e+00,3.0000e+00,1.5000e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.9901e+00,2.9921e+00,1.5001e+01,7.8720e-03,6.5686e-04
2.0000e+01,1.9816e+00,2.9843e+00,1.5001e+01,1.5711e-02,1.3127e-03
3.0000e+01,1.9732e+00,2.9765e+00,1.5001e+01,2.3496e-02,1.9657e-03
4.0000e+01,1.9648e+00,2.9687e+00,1.5001e+01,3.1228e-02,2.6160e-03
5.0000e+01,1.9565e+00,2.9611e+00,1.5001e+01,3.8907e-02,3.2635e-03
6.0000e+01,1.9482e+00,2.9534e+00,1.5001e+01,4.6534e-02,3.9083e-03
7.0000e+01,1.9400e+00,2.9458e+00,1.5001e+01,5.4110e-02,4.5503e-03
8.0000e+01,1.9318e+00,2.9383e+00,1.5001e+01,6.1634e-02,5.1897e-03
9.0000e+01,1.9237e+00,2.9308e+00,1.5001e+01,6.9108e-02,5.8264e-03
1.0000e+02,1.9157e+00,2.9234e+00,1.5001e+01,7.6532e-02,6.4605e-03
1.1000e+02,1.9077e+00,2.9160e+00,1.5001e+01,8.3906e-02,7.0919e-03
1.2000e+02,1.8997e+00,2.9087e+00,1.5001e+01,9.1232e-02,7.7207e-03
1.3000e+02,1.8918e+00,2.9014e+00,1.5001e+01,9.8508e-02,8.3469e-03
1.4000e+02,1.8840e+00,2.8942e+00,1.5001e+01,1.0574e-01,8.9705e-03
1.5000e+02,1.8762e+00,2.8870e+00,1.5001e+01,1.1292e-01,9.5915e-03
1.6000e+02,1.8684e+00,2.8799e+00,1.5001e+01,1.2005e-01,1.0210e-02
1.7000e+02,1.8607e+00,2.8728e+00,1.5001e+01,1.2714e-01,1.0826e-02
1.8000e+02,1.8531e+00,2.8657e+00,1.5001e+01,1.3418e-01,1.1439e-02
1.9000e+02,1.8454e+00,2.8587e+00,1.5001e+01,1.4117e-01,1.2050e-02
2.0000e+02,1.8379e+00,2.8518e+00,1.5001e+01,1.4812e-01,1.2659e-02
2.1000e+02,1.8304e+00,2.8449e+00,1.5001e+01,1.5502e-01,1.3264e-02
2.2000e+02,1.8229e+00,2.8380e+00,1.5001e+01,1.6188e-01,1.3868e-02
2.3000e+02,1.8155e+00,2.8312e+00,1.5001e+01,1.6870e-01,1.4469e-02
2.4000e+02,1.8081e+00,2.8244e+00,1.5001e+01,1.7547e-01,1.5068e-02
2.5000e+02,1.8008e+00,2.8177e+00,1.5001e+01,1.8219e-01,1.5664e-02
2.6000e+02,1.7935e+00,2.8110e+00,1.5001e+01,1.8888e-01,1.6257e-02
2.7000e+02,1.7863e+00,2.8043e+00,1.5001e+01,1.9552e-01,1.6849e-02
2.8000e+02,1.7791e+00,2.7977e+00,1.5001e+01,2.0212e-01,1.7438e-02
2.9000e+02,1.7720e+00,2.7912e+00,1.5001e+01,2.0868e-01,1.8024e-02
3.0000e+02,1.7649e+00,2.7847e+00,1.5001e+01,2.1519e-01,1.8609e-02
3.1000e+02,1.7578e+00,2.7782e+00,1.5001e+01,2.2167e-01,1.9191e-02
3.2000e+02,1.7508e+00,2.7717e+00,1.5001e+01,2.2810e-01,1.9770e-02
3.3000e+02,1.7438e+00,2.7653e+00,1.5001e+01,2.3449e-01,2.0348e-02
3.4000e+02,1.7369e+00,2.7590e+00,1.5001e+01,2.4085e-01,2.0923e-02
3.5000e+02,1.7300e+00,2.7527e+00,1.5001e+01,2.4716e-01,2.1496e-02
3.6000e+02,1.7232e+00,2.7464e+00,1.5001e+01,2.5344e-01,2.2066e-02
3.7000e+02,1.7164e+00,2.7401e+00,1.5001e+01,2.5967e-01,2.2634e-02
3.8000e+02,1.7096e+00,2.7339e+00,1.5001e+01,2.6587e-01,2.3200e-02
3.9000e+02,1.7029e+00,2.7278e+00,1.5001e+01,2.7203e-01,2.3764e-02
4.0000e+02,1.6962e+00,2.7217e+00,1.5001e+01,2.7815e-01,2.4326e-02
4.1000e+02,1.6895e+00,2.7156e+00,1.5001e+01,2.8423e-01,2.4885e-02
4.2000e+02,1.6829e+00,2.7095e+00,1.5001e+01,2.9028e-01,2.5443e-02
4.3000e+02,1.6764e+00,2.7035e+00,1.5001e+01,2.9629e-01,2.5998e-02
4.4000e+02,1.6699e+00,2.6975e+00,1.5001e+01,3.0226e-01,2.6551e-02
4.5000e+02,1.6634e+00,2.6916e+00,1.5001e+01,3.0820e-01,2.7102e-02
4.6000e+02,1.6569e+00,2.6857e+00,1.5001e+01,3.1410e-01,2.7650e-02
4.7000e+02,1.6505e+00,2.6798e+00,1.5001e+01,3.1997e-01,2.8197e-02
4.8000e+02,1.6441e+00,2.6740e+00,1.5001e+01,3.2580e-01,2.8741e-02
4.9000e+02,1.6378e+00,2.6682e+00,1.5001e+01,3.3159e-01,2.9284e-02
5.0000e+02,1.6315e+00,2.6624e+00,1.5001e+01,3.3735e-01,2.9824e-02
5.1000e+02,1.6252e+00,2.6567e+00,1.5001e+01,3.4308e-01,3.0362e-02
5.2000e+02,1.6190e+00,2.6510e+00,1.5001e+01,3.4877e-01,3.0898e-02
5.3000e+02,1.6128e+00,2.6453e+00,1.5001e+01,3.5442e-01,3.1432e-02
5.4000e+02,1.6067e+00,2.6397e+00,1.5001e+01,3.6005e-01,3.1964e-02
5.5000e+02,1.6005e+00,2.6341e+00,1.5001e+01,3.6564e-01,3.2494e-02
