t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,3.0000e+00,1.6500e+01,2.0000e+01,0.0000e+00,0.0000e+00
1.0000e+01,2.9505e+00,1.6453e+01,2.0001e+01,4.7303e-02,7.1774e-04
2.0000e+01,2.9033e+00,1.6406e+01,2.0001e+01,9.3811e-02,1.4254e-03
3.0000e+01,2.8569e+00,1.6360e+01,2.0001e+01,1.3945e-01,2.1219e-03
4.0000e+01,2.8114e+00,1.6316e+01,2.0001e+01,1.8425e-01,2.8073e-03
5.0000e+01,2.7668e+00,1.6272e+01,2.0001e+01,2.2821e-01,3.4819e-03
6.0000e+01,2.7230e+00,1.6228e+01,2.0001e+01,2.7137e-01,4.1458e-03
7.0000e+01,2.6800e+00,1.6186e+01,2.0001e+01,3.1373e-01,4.7993e-03
8.0000e+01,2.6377e+00,1.6144e+01,2.0001e+01,3.5532e-01,5.4425e-03
9.0000e+01,2.5963e+00,1.6104e+01,2.0001e+01,3.9616e-01,6.0757e-03
1.0000e+02,2.5555e+00,1.6063e+01,2.0001e+01,4.3626e-01,6.6989e-03
1.1000e+02,2.5156e+00,1.6024e+01,2.0001e+01,4.7563e-01,7.3125e-03
1.2000e+02,2.4763e+00,1.5985e+01,2.0001e+01,5.1430e-01,7.9165e-03
1.3000e+02,2.4377e+00,1.5947e+01,2.0001e+01,5.5227e-01,8.5111e-03
1.4000e+02,2.3998e+00,1.5910e+01,2.0001e+01,5.8957e-01,9.0965e-03
1.5000e+02,2.3626e+00,1.5873e+01,2.0001e+01,6.2621e-01,9.6729e-03
1.6000e+02,2.3261e+00,1.5837e+01,2.0001e+01,6.6220e-01,1.0240e-02
1.7000e+02,2.2901e+00,1.5802e+01,2.0001e+01,6.9756e-01,1.0799e-02
1.8000e+02,2.2549e+00,1.5767e+01,2.0001e+01,7.3230e-01,1.1349e-02
1.9000e+02,2.2202e+00,1.5733e+01,2.0001e+01,7.6643e-01,1.1891e-02
2.0000e+02,2.1861e+00,1.5700e+01,2.0001e+01,7.9996e-01,1.2424e-02
2.1000e+02,2.1526e+00,1.5667e+01,2.0001e+01,8.3291e-01,1.2950e-02
2.2000e+02,2.1197e+00,1.5634e+01,2.0001e+01,8.6530e-01,1.3467e-02
2.3000e+02,2.0874e+00,1.5602e+01,2.0001e+01,8.9712e-01,1.3976e-02
2.4000e+02,2.0556e+00,1.5571e+01,2.0001e+01,9.2840e-01,1.4478e-02
2.5000e+02,2.0244e+00,1.5540e+01,2.0001e+01,9.5915e-01,1.4972e-02
2.6000e+02,1.9937e+00,1.5510e+01,2.0001e+01,9.8937e-01,1.5459e-02
2.7000e+02,1.9635e+00,1.5480e+01,2.0001e+01,1.0191e+00,1.5938e-02
2.8000e+02,1.9338e+00,1.5451e+01,2.0001e+01,1.0483e+00,1.6410e-02
2.9000e+02,1.9046e+00,1.5422e+01,2.0001e+01,1.0770e+00,1.6875e-02
3.0000e+02,1.8760e+00,1.5394e+01,2.0001e+01,1.1052e+00,1.7333e-02
3.1000e+02,1.8478e+00,1.5366e+01,2.0001e+01,1.1330e+00,1.7784e-02
3.2000e+02,1.8200e+00,1.5339e+01,2.0001e+01,1.1603e+00,1.8229e-02
3.3000e+02,1.7927e+00,1.5312e+01,2.0001e+01,1.1871e+00,1.8666e-02
3.4000e+02,1.7659e+00,1.5286e+01,2.0001e+01,1.2135e+00,1.9097e-02
3.5000e+02,1.7396e+00,1.5260e+01,2.0001e+01,1.2394e+00,1.9522e-02
3.6000e+02,1.7136e+00,1.5234e+01,2.0001e+01,1.2649e+00,1.9941e-02
