t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,1.5000e+00,3.7500e+00,1.2500e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.4894e+00,3.7412e+00,1.2501e+01,8.8053e-03,5.8771e-04
2.0000e+01,1.4801e+00,3.7324e+00,1.2501e+01,1.7563e-02,1.1736e-03
3.0000e+01,1.4708e+00,3.7237e+00,1.2501e+01,2.6245e-02,1.7559e-03
4.0000e+01,1.4616e+00,3.7151e+00,1.2501e+01,3.4854e-02,2.3345e-03
5.0000e+01,1.4525e+00,3.7066e+00,1.2501e+01,4.3389e-02,2.9095e-03
6.0000e+01,1.4435e+00,3.6981e+00,1.2501e+01,5.1852e-02,3.4810e-03
7.0000e+01,1.4345e+00,3.6897e+00,1.2501e+01,6.0244e-02,4.0489e-03
8.0000e+01,1.4256e+00,3.6814e+00,1.2501e+01,6.8564e-02,4.6133e-03
9.0000e+01,1.4168e+00,3.6731e+00,1.2501e+01,7.6815e-02,5.1742e-03
1.0000e+02,1.4081e+00,3.6649e+00,1.2501e+01,8.4997e-02,5.7317e-03
1.1000e+02,1.3994e+00,3.6568e+00,1.2501e+01,9.3111e-02,6.2858e-03
1.2000e+02,1.3908e+00,3.6487e+00,1.2501e+01,1.0116e-01,6.8365e-03
1.3000e+02,1.3823e+00,3.6408e+00,1.2501e+01,1.0914e-01,7.3838e-03
1.4000e+02,1.3738e+00,3.6328e+00,1.2501e+01,1.1705e-01,7.9278e-03
1.5000e+02,1.3654e+00,3.6250e+00,1.2501e+01,1.2490e-01,8.4684e-03
1.6000e+02,1.3571e+00,3.6172e+00,1.2501e+01,1.3268e-01,9.0058e-03
1.7000e+02,1.3489e+00,3.6095e+00,1.2501e+01,1.4040e-01,9.5399e-03
1.8000e+02,1.3407e+00,3.6018e+00,1.2501e+01,1.4806e-01,1.0071e-02
1.9000e+02,1.3326e+00,3.5942e+00,1.2501e+01,1.5565e-01,1.0598e-02
2.0000e+02,1.3245e+00,3.5867e+00,1.2501e+01,1.6318e-01,1.1123e-02
2.1000e+02,1.3165e+00,3.5792e+00,1.2501e+01,1.7066e-01,1.1644e-02
2.2000e+02,1.3086e+00,3.5718e+00,1.2501e+01,1.7807e-01,1.2163e-02
2.3000e+02,1.3007e+00,3.5644e+00,1.2501e+01,1.8542e-01,1.2678e-02
2.4000e+02,1.2929e+00,3.5571e+00,1.2501e+01,1.9271e-01,1.3190e-02
2.5000e+02,1.2852e+00,3.5499e+00,1.2501e+01,1.9995e-01,1.3699e-02
2.6000e+02,1.2775e+00,3.5427e+00,1.2501e+01,2.0712e-01,1.4205e-02
2.7000e+02,1.2699e+00,3.5356e+00,1.2501e+01,2.1424e-01,1.4707e-02
2.8000e+02,1.2623e+00,3.5285e+00,1.2501e+01,2.2131e-01,1.5207e-02
2.9000e+02,1.2548e+00,3.5215e+00,1.2501e+01,2.2831e-01,1.5704e-02
3.0000e+02,1.2473e+00,3.5145e+00,1.2501e+01,2.3527e-01,1.6198e-02
3.1000e+02,1.2399e+00,3.5076e+00,1.2501e+01,2.4216e-01,1.6690e-02
3.2000e+02,1.2326e+00,3.5008e+00,1.2501e+01,2.4901e-01,1.7178e-02
3.3000e+02,1.2253e+00,3.4940e+00,1.2501e+01,2.5580e-01,1.7663e-02
3.4000e+02,1.2181e+00,3.4872e+00,1.2501e+01,2.6253e-01,1.8146e-02
3.5000e+02,1.2110e+00,3.4806e+00,1.2501e+01,2.6922e-01,1.8625e-02
3.6000e+02,1.2038e+00,3.4739e+00,1.2501e+01,2.7585e-01,1.9102e-02
3.7000e+02,1.1968e+00,3.4673e+00,1.2501e+01,2.8243e-01,1.9576e-02
3.8000e+02,1.1898e+00,3.4608e+00,1.2501e+01,2.8896e-01,2.0047e-02
3.9000e+02,1.1828e+00,3.4543e+00,1.2501e+01,2.9544e-01,2.0516e-02
4.0000e+02,1.1759e+00,3.4479e+00,1.2501e+01,3.0187e-01,2.0982e-02
4.1000e+02,1.1691e+00,3.4415e+00,1.2501e+01,3.0825e-01,2.1445e-02
4.2000e+02,1.1623e+00,3.4352e+00,1.2501e+01,3.1459e-01,2.1905e-02
4.3000e+02,1.1556e+00,3.4289e+00,1.2501e+01,3.2087e-01,2.2363e-02
4.4000e+02,1.1489e+00,3.4226e+00,1.2501e+01,3.2711e-01,2.2818e-02
4.5000e+02,1.1422e+00,3.4164e+00,1.2501e+01,3.3330e-01,2.3271e-02
4.6000e+02,1.1356e+00,3.4103e+00,1.2501e+01,3.3944e-01,2.3721e-02
4.7000e+02,1.1291e+00,3.4042e+00,1.2501e+01,3.4554e-01,2.4168e-02
4.8000e+02,1.1226e+00,3.3981e+00,1.2501e+01,3.5159e-01,2.4613e-02
4.9000e+02,1.1162e+00,3.3921e+00,1.2501e+01,3.5759e-01,2.5055e-02
5.0000e+02,1.1098e+00,3.3861e+00,1.2501e+01,3.6355e-01,2.5495e-02
5.1000e+02,1.1034e+00,3.3802e+00,1.2501e+01,3.6947e-01,2.5932e-02
5.2000e+02,1.0971e+00,3.3744e+00,1.2501e+01,3.7534e-01,2.6366e-02
5.3000e+02,1.0908e+00,3.3685e+00,1.2501e+01,3.8117e-01,2.6799e-02
5.4000e+02,1.0846e+00,3.3627e+00,1.2501e+01,3.8695e-01,2.7228e-02
5.5000e+02,1.0784e+00,3.3570e+00,1.2501e+01,3.9270e-01,2.7656e-02
5.6000e+02,1.0723e+00,3.3513e+00,1.2501e+01,3.9840e-01,2.8081e-02
5.7000e+02,1.0662e+00,3.3456e+00,1.2501e+01,4.0406e-01,2.8503e-02
5.8000e+02,1.0602e+00,3.3400e+00,1.2501e+01,4.0967e-01,2.8923e-02
5.9000e+02,1.0542e+00,3.3344e+00,1.2501e+01,4.1525e-01,2.9341e-02
6.0000e+02,1.0483e+00,3.3289e+00,1.2501e+01,4.2078e-01,2.9756e-02
6.1000e+02,1.0424e+00,3.3234e+00,1.2501e+01,4.2628e-01,3.0169e-02
