t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,5.5000e+00,1.3750e+01,1.5000e+01,0.0000e+00,0.0000e+00
1.0000e+01,5.3990e+00,1.3654e+01,1.5004e+01,9.5621e-02,1.7446e-03
2.0000e+01,5.3037e+00,1.3561e+01,1.5004e+01,1.8917e-01,3.4633e-03
3.0000e+01,5.2107e+00,1.3469e+01,1.5004e+01,2.8047e-01,5.1522e-03
4.0000e+01,5.1199e+00,1.3380e+01,1.5004e+01,3.6960e-01,6.8119e-03
5.0000e+01,5.0313e+00,1.3293e+01,1.5004e+01,4.5662e-01,8.4432e-03
6.0000e+01,4.9447e+00,1.3208e+01,1.5004e+01,5.4161e-01,1.0047e-02
7.0000e+01,4.8601e+00,1.3125e+01,1.5004e+01,6.2462e-01,1.1623e-02
8.0000e+01,4.7774e+00,1.3044e+01,1.5004e+01,7.0573e-01,1.3173e-02
9.0000e+01,4.6966e+00,1.2964e+01,1.5004e+01,7.8499e-01,1.4696e-02
1.0000e+02,4.6177e+00,1.2887e+01,1.5004e+01,8.6246e-01,1.6195e-02
1.1000e+02,4.5405e+00,1.2811e+01,1.5004e+01,9.3820e-01,1.7668e-02
1.2000e+02,4.4650e+00,1.2737e+01,1.5004e+01,1.0122e+00,1.9118e-02
1.3000e+02,4.3911e+00,1.2665e+01,1.5004e+01,1.0847e+00,2.0543e-02
1.4000e+02,4.3189e+00,1.2594e+01,1.5004e+01,1.1555e+00,2.1945e-02
1.5000e+02,4.2482e+00,1.2524e+01,1.5004e+01,1.2248e+00,2.3325e-02
1.6000e+02,4.1790e+00,1.2456e+01,1.5004e+01,1.2926e+00,2.4682e-02
1.7000e+02,4.1113e+00,1.2390e+01,1.5004e+01,1.3590e+00,2.6017e-02
1.8000e+02,4.0451e+00,1.2325e+01,1.5004e+01,1.4239e+00,2.7331e-02
1.9000e+02,3.9802e+00,1.2261e+01,1.5004e+01,1.4875e+00,2.8625e-02
2.0000e+02,3.9167e+00,1.2199e+01,1.5004e+01,1.5498e+00,2.9897e-02
2.1000e+02,3.8544e+00,1.2138e+01,1.5004e+01,1.6107e+00,3.1150e-02
2.2000e+02,3.7935e+00,1.2078e+01,1.5004e+01,1.6705e+00,3.2383e-02
2.3000e+02,3.7338e+00,1.2020e+01,1.5004e+01,1.7289e+00,3.3596e-02
2.4000e+02,3.6753e+00,1.1962e+01,1.5004e+01,1.7863e+00,3.4791e-02
2.5000e+02,3.6180e+00,1.1906e+01,1.5004e+01,1.8424e+00,3.5967e-02
2.6000e+02,3.5618e+00,1.1851e+01,1.5004e+01,1.8974e+00,3.7125e-02
2.7000e+02,3.5067e+00,1.1797e+01,1.5004e+01,1.9514e+00,3.8266e-02
2.8000e+02,3.4527e+00,1.1744e+01,1.5004e+01,2.0042e+00,3.9389e-02
2.9000e+02,3.3998e+00,1.1692e+01,1.5004e+01,2.0561e+00,4.0494e-02
3.0000e+02,3.3479e+00,1.1642e+01,1.5004e+01,2.1069e+00,4.1583e-02
3.1000e+02,3.2970e+00,1.1592e+01,1.5004e+01,2.1567e+00,4.2656e-02
3.2000e+02,3.2470e+00,1.1543e+01,1.5004e+01,2.2056e+00,4.3712e-02
3.3000e+02,3.1980e+00,1.1495e+01,1.5004e+01,2.2536e+00,4.4753e-02
3.4000e+02,3.1500e+00,1.1448e+01,1.5004e+01,2.3006e+00,4.5778e-02
3.5000e+02,3.1028e+00,1.1402e+01,1.5004e+01,2.3467e+00,4.6788e-02
3.6000e+02,3.0565e+00,1.1356e+01,1.5004e+01,2.3920e+00,4.7783e-02
3.7000e+02,3.0111e+00,1.1312e+01,1.5004e+01,2.4364e+00,4.8763e-02
3.8000e+02,2.9665e+00,1.1268e+01,1.5004e+01,2.4801e+00,4.9728e-02
3.9000e+02,2.9228e+00,1.1225e+01,1.5004e+01,2.5229e+00,5.0680e-02
4.0000e+02,2.8798e+00,1.1183e+01,1.5004e+01,2.5649e+00,5.1617e-02
4.1000e+02,2.8377e+00,1.1142e+01,1.5004e+01,2.6061e+00,5.2541e-02
4.2000e+02,2.7962e+00,1.1102e+01,1.5004e+01,2.6467e+00,5.3452e-02
4.3000e+02,2.7556e+00,1.1062e+01,1.5004e+01,2.6864e+00,5.4349e-02
4.4000e+02,2.7156e+00,1.1023e+01,1.5004e+01,2.7255e+00,5.5234e-02
4.5000e+02,2.6764e+00,1.0984e+01,1.5004e+01,2.7639e+00,5.6105e-02
4.6000e+02,2.6378e+00,1.0947e+01,1.5004e+01,2.8015e+00,5.6965e-02
4.7000e+02,2.6000e+00,1.0909e+01,1.5004e+01,2.8386e+00,5.7812e-02
4.8000e+02,2.5627e+00,1.0873e+01,1.5004e+01,2.8749e+00,5.8647e-02
4.9000e+02,2.5262e+00,1.0837e+01,1.5004e+01,2.9107e+00,5.9470e-02
5.0000e+02,2.4903e+00,1.0802e+01,1.5004e+01,2.9458e+00,6.0281e-02
5.1000e+02,2.4550e+00,1.0768e+01,1.5004e+01,2.9803e+00,6.1081e-02
5.2000e+02,2.4202e+00,1.0734e+01,1.5004e+01,3.0142e+00,6.1870e-02
5.3000e+02,2.3861e+00,1.0700e+01,1.5004e+01,3.0476e+00,6.2647e-02
5.4000e+02,2.3526e+00,1.0668e+01,1.5004e+01,3.0803e+00,6.3414e-02
