t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,5.5000e+00,2.2000e+01,1.2500e+01,0.0000e+00,0.0000e+00
1.0000e+01,5.3173e+00,2.1823e+01,1.2504e+01,1.7625e-01,2.0109e-03
2.0000e+01,5.1456e+00,2.1653e+01,1.2504e+01,3.4606e-01,3.9637e-03
3.0000e+01,4.9805e+00,2.1490e+01,1.2504e+01,5.0922e-01,5.8546e-03
4.0000e+01,4.8219e+00,2.1333e+01,1.2504e+01,6.6607e-01,7.6860e-03
5.0000e+01,4.6692e+00,2.1182e+01,1.2504e+01,8.1692e-01,9.4600e-03
6.0000e+01,4.5224e+00,2.1037e+01,1.2504e+01,9.6205e-01,1.1179e-02
7.0000e+01,4.3810e+00,2.0897e+01,1.2504e+01,1.1017e+00,1.2844e-02
8.0000e+01,4.2449e+00,2.0763e+01,1.2504e+01,1.2363e+00,1.4459e-02
9.0000e+01,4.1138e+00,2.0633e+01,1.2504e+01,1.3658e+00,1.6024e-02
1.0000e+02,3.9874e+00,2.0508e+01,1.2504e+01,1.4907e+00,1.7541e-02
1.1000e+02,3.8656e+00,2.0388e+01,1.2504e+01,1.6110e+00,1.9012e-02
1.2000e+02,3.7481e+00,2.0271e+01,1.2504e+01,1.7271e+00,2.0439e-02
1.3000e+02,3.6348e+00,2.0159e+01,1.2504e+01,1.8390e+00,2.1824e-02
1.4000e+02,3.5254e+00,2.0051e+01,1.2504e+01,1.9470e+00,2.3167e-02
1.5000e+02,3.4199e+00,1.9947e+01,1.2504e+01,2.0512e+00,2.4470e-02
1.6000e+02,3.3180e+00,1.9846e+01,1.2504e+01,2.1519e+00,2.5734e-02
1.7000e+02,3.2196e+00,1.9749e+01,1.2504e+01,2.2491e+00,2.6962e-02
1.8000e+02,3.1245e+00,1.9655e+01,1.2504e+01,2.3430e+00,2.8153e-02
1.9000e+02,3.0326e+00,1.9564e+01,1.2504e+01,2.4337e+00,2.9310e-02
2.0000e+02,2.9438e+00,1.9476e+01,1.2504e+01,2.5214e+00,3.0433e-02
2.1000e+02,2.8580e+00,1.9392e+01,1.2504e+01,2.6061e+00,3.1523e-02
2.2000e+02,2.7749e+00,1.9310e+01,1.2504e+01,2.6881e+00,3.2582e-02
2.3000e+02,2.6946e+00,1.9230e+01,1.2504e+01,2.7674e+00,3.3610e-02
2.4000e+02,2.6169e+00,1.9154e+01,1.2504e+01,2.8441e+00,3.4609e-02
2.5000e+02,2.5418e+00,1.9079e+01,1.2504e+01,2.9183e+00,3.5580e-02
2.6000e+02,2.4690e+00,1.9007e+01,1.2504e+01,2.9901e+00,3.6523e-02
2.7000e+02,2.3986e+00,1.8938e+01,1.2504e+01,3.0596e+00,3.7439e-02
2.8000e+02,2.3304e+00,1.8870e+01,1.2504e+01,3.1269e+00,3.8329e-02
2.9000e+02,2.2643e+00,1.8805e+01,1.2504e+01,3.1921e+00,3.9194e-02
3.0000e+02,2.2003e+00,1.8742e+01,1.2504e+01,3.2552e+00,4.0035e-02
3.1000e+02,2.1383e+00,1.8681e+01,1.2504e+01,3.3164e+00,4.0852e-02
3.2000e+02,2.0783e+00,1.8622e+01,1.2504e+01,3.3757e+00,4.1646e-02
3.3000e+02,2.0201e+00,1.8564e+01,1.2504e+01,3.4331e+00,4.2418e-02
3.4000e+02,1.9637e+00,1.8508e+01,1.2504e+01,3.4888e+00,4.3169e-02
3.5000e+02,1.9090e+00,1.8454e+01,1.2504e+01,3.5427e+00,4.3899e-02
3.6000e+02,1.8560e+00,1.8402e+01,1.2504e+01,3.5950e+00,4.4609e-02
3.7000e+02,1.8045e+00,1.8351e+01,1.2504e+01,3.6458e+00,4.5299e-02
3.8000e+02,1.7547e+00,1.8302e+01,1.2504e+01,3.6950e+00,4.5970e-02
3.9000e+02,1.7063e+00,1.8254e+01,1.2504e+01,3.7427e+00,4.6623e-02
4.0000e+02,1.6594e+00,1.8208e+01,1.2504e+01,3.7890e+00,4.7258e-02
4.1000e+02,1.6138e+00,1.8163e+01,1.2504e+01,3.8339e+00,4.7875e-02
4.2000e+02,1.5696e+00,1.8119e+01,1.2504e+01,3.8775e+00,4.8476e-02
4.3000e+02,1.5268e+00,1.8077e+01,1.2504e+01,3.9198e+00,4.9060e-02
4.4000e+02,1.4851e+00,1.8036e+01,1.2504e+01,3.9608e+00,4.9629e-02
4.5000e+02,1.4447e+00,1.7996e+01,1.2504e+01,4.0007e+00,5.0182e-02
4.6000e+02,1.4055e+00,1.7957e+01,1.2504e+01,4.0394e+00,5.0720e-02
4.7000e+02,1.3674e+00,1.7920e+01,1.2504e+01,4.0770e+00,5.1243e-02
4.8000e+02,1.3304e+00,1.7883e+01,1.2504e+01,4.1134e+00,5.1752e-02
4.9000e+02,1.2945e+00,1.7848e+01,1.2504e+01,4.1488e+00,5.2248e-02
5.0000e+02,1.2596e+00,1.7813e+01,1.2504e+01,4.1833e+00,5.2731e-02
5.1000e+02,1.2257e+00,1.7780e+01,1.2504e+01,4.2167e+00,5.3200e-02
5.2000e+02,1.1928e+00,1.7747e+01,1.2504e+01,4.2491e+00,5.3657e-02
5.3000e+02,1.1608e+00,1.7716e+01,1.2504e+01,4.2807e+00,5.4101e-02
5.4000e+02,1.1298e+00,1.7685e+01,1.2504e+01,4.3113e+00,5.4534e-02
5.5000e+02,1.0996e+00,1.7655e+01,1.2504e+01,4.3411e+00,5.4955e-02
5.6000e+02,1.0702e+00,1.7626e+01,1.2504e+01,4.3700e+00,5.5365e-02
5.7000e+02,1.0417e+00,1.7598e+01,1.2504e+01,4.3981e+00,5.5765e-02
5.8000e+02,1.0140e+00,1.7571e+01,1.2504e+01,4.4255e+00,5.6153e-02
5.9000e+02,9.8706e-01,1.7544e+01,1.2504e+01,4.4520e+00,5.6531e-02
6.0000e+02,9.6087e-01,1.7519e+01,1.2504e+01,4.4778e+00,5.6899e-02
6.1000e+02,9.3541e-01,1.7493e+01,1.2504e+01,4.5029e+00,5.7258e-02
6.2000e+02,9.1065e-01,1.7469e+01,1.2504e+01,4.5273e+00,5.7607e-02
6.3000e+02,8.8659e-01,1.7445e+01,1.2504e+01,4.5511e+00,5.7947e-02
6.4000e+02,8.6318e-01,1.7422e+01,1.2504e+01,4.5741e+00,5.8278e-02
6.5000e+02,8.4043e-01,1.7400e+01,1.2504e+01,4.5966e+00,5.8600e-02
6.6000e+02,8.1830e-01,1.7378e+01,1.2504e+01,4.6184e+00,5.8913e-02
6.7000e+02,7.9677e-01,1.7357e+01,1.2504e+01,4.6396e+00,5.9219e-02
6.8000e+02,7.7584e-01,1.7336e+01,1.2504e+01,4.6603e+00,5.9516e-02
6.9000e+02,7.5547e-01,1.7316e+01,1.2504e+01,4.6803e+00,5.9806e-02
7.0000e+02,7.3567e-01,1.7296e+01,1.2504e+01,4.6999e+00,6.0088e-02
7.1000e+02,7.1640e-01,1.7277e+01,1.2504e+01,4.7188e+00,6.0363e-02
7.2000e+02,6.9765e-01,1.7259e+01,1.2504e+01,4.7373e+00,6.0630e-02
7.3000e+02,6.7942e-01,1.7241e+01,1.2504e+01,4.7553e+00,6.0891e-02
7.4000e+02,6.6167e-01,1.7223e+01,1.2504e+01,4.7728e+00,6.1144e-02
7.5000e+02,6.4441e-01,1.7206e+01,1.2504e+01,4.7898e+00,6.1392e-02
7.6000e+02,6.2761e-01,1.7190e+01,1.2504e+01,4.8064e+00,6.1632e-02
7.7000e+02,6.1127e-01,1.7174e+01,1.2504e+01,4.8225e+00,6.1867e-02
7.8000e+02,5.9536e-01,1.7158e+01,1.2504e+01,4.8382e+00,6.2095e-02
7.9000e+02,5.7988e-01,1.7143e+01,1.2504e+01,4.8534e+00,6.2317e-02
8.0000e+02,5.6482e-01,1.7128e+01,1.2504e+01,4.8683e+00,6.2534e-02
8.1000e+02,5.5015e-01,1.7113e+01,1.2504e+01,4.8827e+00,6.2745e-02
8.2000e+02,5.3588e-01,1.7099e+01,1.2504e+01,4.8968e+00,6.2951e-02
8.3000e+02,5.2199e-01,1.7086e+01,1.2504e+01,4.9105e+00,6.3151e-02
8.4000e+02,5.0847e-01,1.7072e+01,1.2504e+01,4.9238e+00,6.3346e-02
8.5000e+02,4.9531e-01,1.7059e+01,1.2504e+01,4.9368e+00,6.3536e-02
8.6000e+02,4.8250e-01,1.7047e+01,1.2504e+01,4.9494e+00,6.3721e-02
8.7000e+02,4.7003e-01,1.7034e+01,1.2504e+01,4.9617e+00,6.3901e-02
8.8000e+02,4.5789e-01,1.7022e+01,1.2504e+01,4.9736e+00,6.4077e-02
8.9000e+02,4.4607e-01,1.7011e+01,1.2504e+01,4.9853e+00,6.4248e-02
9.0000e+02,4.3456e-01,1.6999e+01,1.2504e+01,4.9966e+00,6.4415e-02
9.1000e+02,4.2336e-01,1.6988e+01,1.2504e+01,5.0077e+00,6.4577e-02
9.2000e+02,4.1245e-01,1.6978e+01,1.2504e+01,5.0184e+00,6.4736e-02
9.3000e+02,4.0183e-01,1.6967e+01,1.2504e+01,5.0289e+00,6.4890e-02
9.4000e+02,3.9149e-01,1.6957e+01,1.2504e+01,5.0391e+00,6.5040e-02
9.5000e+02,3.8141e-01,1.6947e+01,1.2504e+01,5.0490e+00,6.5186e-02
9.6000e+02,3.7161e-01,1.6937e+01,1.2504e+01,5.0587e+00,6.5329e-02
9.7000e+02,3.6206e-01,1.6928e+01,1.2504e+01,5.0681e+00,6.5468e-02
9.8000e+02,3.5276e-01,1.6919e+01,1.2504e+01,5.0772e+00,6.5603e-02
9.9000e+02,3.4371e-01,1.6910e+01,1.2504e+01,5.0862e+00,6.5735e-02
1.0000e+03,3.3489e-01,1.6901e+01,1.2504e+01,5.0949e+00,6.5864e-02
1.0100e+03,3.2630e-01,1.6893e+01,1.2504e+01,5.1033e+00,6.5989e-02
1.0200e+03,3.1793e-01,1.6884e+01,1.2504e+01,5.1116e+00,6.6111e-02
1.0300e+03,3.0979e-01,1.6876e+01,1.2504e+01,5.1196e+00,6.6230e-02
1.0400e+03,3.0185e-01,1.6868e+01,1.2504e+01,5.1274e+00,6.6346e-02
1.0500e+03,2.9412e-01,1.6861e+01,1.2504e+01,5.1350e+00,6.6458e-02
1.0600e+03,2.8660e-01,1.6853e+01,1.2504e+01,5.1424e+00,6.6568e-02
1.0700e+03,2.7927e-01,1.6846e+01,1.2504e+01,5.1497e+00,6.6676e-02
1.0800e+03,2.7213e-01,1.6839e+01,1.2504e+01,5.1567e+00,6.6780e-02
1.0900e+03,2.6517e-01,1.6832e+01,1.2504e+01,5.1636e+00,6.6882e-02
1.1000e+03,2.5839e-01,1.6826e+01,1.2504e+01,5.1702e+00,6.6981e-02
1.1100e+03,2.5179e-01,1.6819e+01,1.2504e+01,5.1767e+00,6.7078e-02
1.1200e+03,2.4537e-01,1.6813e+01,1.2504e+01,5.1831e+00,6.7172e-02
1.1300e+03,2.3910e-01,1.6807e+01,1.2504e+01,5.1892e+00,6.7264e-02
1.1400e+03,2.3300e-01,1.6801e+01,1.2504e+01,5.1953e+00,6.7353e-02
1.1500e+03,2.2706e-01,1.6795e+01,1.2504e+01,5.2011e+00,6.7440e-02
1.1600e+03,2.2127e-01,1.6789e+01,1.2504e+01,5.2068e+00,6.7525e-02
1.1700e+03,2.1563e-01,1.6783e+01,1.2504e+01,5.2124e+00,6.7608e-02
1.1800e+03,2.1013e-01,1.6778e+01,1.2504e+01,5.2178e+00,6.7689e-02
1.1900e+03,2.0478e-01,1.6773e+01,1.2504e+01,5.2231e+00,6.7767e-02
1.2000e+03,1.9956e-01,1.6768e+01,1.2504e+01,5.2282e+00,6.7844e-02
1.2100e+03,1.9448e-01,1.6763e+01,1.2504e+01,5.2332e+00,6.7918e-02
1.2200e+03,1.8953e-01,1.6758e+01,1.2504e+01,5.2381e+00,6.7991e-02
1.2300e+03,1.8471e-01,1.6753e+01,1.2504e+01,5.2428e+00,6.8062e-02
1.2400e+03,1.8001e-01,1.6748e+01,1.2504e+01,5.2475e+00,6.8131e-02
1.2500e+03,1.7543e-01,1.6744e+01,1.2504e+01,5.2520e+00,6.8199e-02
1.2600e+03,1.7097e-01,1.6739e+01,1.2504e+01,5.2564e+00,6.8264e-02
1.2700e+03,1.6662e-01,1.6735e+01,1.2504e+01,5.2607e+00,6.8328e-02
1.2800e+03,1.6239e-01,1.6731e+01,1.2504e+01,5.2648e+00,6.8390e-02
1.2900e+03,1.5826e-01,1.6727e+01,1.2504e+01,5.2689e+00,6.8451e-02
