t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,2.0000e+00,1.0000e+01,2.0000e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.9791e+00,9.9805e+00,2.0001e+01,1.9423e-02,4.8606e-04
2.0000e+01,1.9594e+00,9.9613e+00,2.0001e+01,3.8655e-02,9.6825e-04
3.0000e+01,1.9399e+00,9.9423e+00,2.0001e+01,5.7659e-02,1.4457e-03
4.0000e+01,1.9206e+00,9.9235e+00,2.0001e+01,7.6440e-02,1.9183e-03
5.0000e+01,1.9016e+00,9.9049e+00,2.0001e+01,9.5000e-02,2.3864e-03
6.0000e+01,1.8828e+00,9.8866e+00,2.0001e+01,1.1334e-01,2.8497e-03
7.0000e+01,1.8642e+00,9.8684e+00,2.0001e+01,1.3147e-01,3.3086e-03
8.0000e+01,1.8458e+00,9.8505e+00,2.0001e+01,1.4939e-01,3.7629e-03
9.0000e+01,1.8277e+00,9.8328e+00,2.0001e+01,1.6710e-01,4.2128e-03
1.0000e+02,1.8097e+00,9.8153e+00,2.0001e+01,1.8460e-01,4.6582e-03
1.1000e+02,1.7920e+00,9.7980e+00,2.0001e+01,2.0191e-01,5.0993e-03
1.2000e+02,1.7745e+00,9.7809e+00,2.0001e+01,2.1901e-01,5.5361e-03
1.3000e+02,1.7571e+00,9.7639e+00,2.0001e+01,2.3592e-01,5.9687e-03
1.4000e+02,1.7400e+00,9.7472e+00,2.0001e+01,2.5263e-01,6.3970e-03
1.5000e+02,1.7230e+00,9.7307e+00,2.0001e+01,2.6916e-01,6.8212e-03
1.6000e+02,1.7063e+00,9.7143e+00,2.0001e+01,2.8549e-01,7.2412e-03
1.7000e+02,1.6897e+00,9.6982e+00,2.0001e+01,3.0164e-01,7.6572e-03
1.8000e+02,1.6733e+00,9.6822e+00,2.0001e+01,3.1761e-01,8.0692e-03
1.9000e+02,1.6571e+00,9.6664e+00,2.0001e+01,3.3340e-01,8.4772e-03
2.0000e+02,1.6411e+00,9.6508e+00,2.0001e+01,3.4901e-01,8.8812e-03
2.1000e+02,1.6253e+00,9.6354e+00,2.0001e+01,3.6445e-01,9.2814e-03
2.2000e+02,1.6096e+00,9.6201e+00,2.0001e+01,3.7971e-01,9.6777e-03
2.3000e+02,1.5941e+00,9.6050e+00,2.0001e+01,3.9480e-01,1.0070e-02
2.4000e+02,1.5788e+00,9.5901e+00,2.0001e+01,4.0972e-01,1.0459e-02
2.5000e+02,1.5637e+00,9.5753e+00,2.0001e+01,4.2448e-01,1.0844e-02
2.6000e+02,1.5487e+00,9.5607e+00,2.0001e+01,4.3908e-01,1.1225e-02
2.7000e+02,1.5339e+00,9.5462e+00,2.0001e+01,4.5351e-01,1.1603e-02
2.8000e+02,1.5192e+00,9.5320e+00,2.0001e+01,4.6779e-01,1.1977e-02
2.9000e+02,1.5047e+00,9.5178e+00,2.0001e+01,4.8190e-01,1.2348e-02
3.0000e+02,1.4904e+00,9.5039e+00,2.0001e+01,4.9587e-01,1.2715e-02
3.1000e+02,1.4762e+00,9.4901e+00,2.0001e+01,5.0968e-01,1.3078e-02
3.2000e+02,1.4622e+00,9.4764e+00,2.0001e+01,5.2334e-01,1.3438e-02
3.3000e+02,1.4484e+00,9.4629e+00,2.0001e+01,5.3685e-01,1.3795e-02
3.4000e+02,1.4346e+00,9.4495e+00,2.0001e+01,5.5021e-01,1.4148e-02
3.5000e+02,1.4211e+00,9.4363e+00,2.0001e+01,5.6343e-01,1.4498e-02
3.6000e+02,1.4076e+00,9.4232e+00,2.0001e+01,5.7651e-01,1.4845e-02
3.7000e+02,1.3944e+00,9.4102e+00,2.0001e+01,5.8945e-01,1.5189e-02
3.8000e+02,1.3812e+00,9.3974e+00,2.0001e+01,6.0224e-01,1.5529e-02
3.9000e+02,1.3682e+00,9.3848e+00,2.0001e+01,6.1490e-01,1.5866e-02
4.0000e+02,1.3554e+00,9.3722e+00,2.0001e+01,6.2742e-01,1.6200e-02
4.1000e+02,1.3427e+00,9.3599e+00,2.0001e+01,6.3981e-01,1.6530e-02
4.2000e+02,1.3301e+00,9.3476e+00,2.0001e+01,6.5207e-01,1.6858e-02
4.3000e+02,1.3176e+00,9.3355e+00,2.0001e+01,6.6420e-01,1.7182e-02
4.4000e+02,1.3053e+00,9.3235e+00,2.0001e+01,6.7620e-01,1.7504e-02
4.5000e+02,1.2931e+00,9.3116e+00,2.0001e+01,6.8807e-01,1.7823e-02
4.6000e+02,1.2810e+00,9.2998e+00,2.0001e+01,6.9982e-01,1.8138e-02
4.7000e+02,1.2691e+00,9.2882e+00,2.0001e+01,7.1144e-01,1.8451e-02
4.8000e+02,1.2573e+00,9.2767e+00,2.0001e+01,7.2294e-01,1.8760e-02
4.9000e+02,1.2456e+00,9.2653e+00,2.0001e+01,7.3432e-01,1.9067e-02
5.0000e+02,1.2341e+00,9.2540e+00,2.0001e+01,7.4558e-01,1.9371e-02
5.1000e+02,1.2226e+00,9.2429e+00,2.0001e+01,7.5672e-01,1.9672e-02
5.2000e+02,1.2113e+00,9.2319e+00,2.0001e+01,7.6775e-01,1.9971e-02
5.3000e+02,1.2001e+00,9.2209e+00,2.0001e+01,7.7866e-01,2.0267e-02
5.4000e+02,1.1890e+00,9.2101e+00,2.0001e+01,7.8946e-01,2.0559e-02
5.5000e+02,1.1780e+00,9.1994e+00,2.0001e+01,8.0014e-01,2.0850e-02
5.6000e+02,1.1671e+00,9.1889e+00,2.0001e+01,8.1072e-01,2.1137e-02
5.7000e+02,1.1564e+00,9.1784e+00,2.0001e+01,8.2118e-01,2.1422e-02
5.8000e+02,1.1458e+00,9.1680e+00,2.0001e+01,8.3154e-01,2.1704e-02
5.9000e+02,1.1352e+00,9.1578e+00,2.0001e+01,8.4179e-01,2.1984e-02
6.0000e+02,1.1248e+00,9.1476e+00,2.0001e+01,8.5194e-01,2.2261e-02
6.1000e+02,1.1145e+00,9.1376e+00,2.0001e+01,8.6198e-01,2.2536e-02
6.2000e+02,1.1043e+00,9.1276e+00,2.0001e+01,8.7192e-01,2.2808e-02
6.3000e+02,1.0942e+00,9.1178e+00,2.0001e+01,8.8176e-01,2.3078e-02
6.4000e+02,1.0842e+00,9.1080e+00,2.0001e+01,8.9150e-01,2.3345e-02
6.5000e+02,1.0743e+00,9.0984e+00,2.0001e+01,9.0114e-01,2.3609e-02
6.6000e+02,1.0645e+00,9.0889e+00,2.0001e+01,9.1068e-01,2.3872e-02
6.7000e+02,1.0547e+00,9.0794e+00,2.0001e+01,9.2012e-01,2.4132e-02
6.8000e+02,1.0451e+00,9.0701e+00,2.0001e+01,9.2947e-01,2.4389e-02
6.9000e+02,1.0356e+00,9.0608e+00,2.0001e+01,9.3872e-01,2.4644e-02
7.0000e+02,1.0262e+00,9.0516e+00,2.0001e+01,9.4789e-01,2.4897e-02
7.1000e+02,1.0169e+00,9.0426e+00,2.0001e+01,9.5695e-01,2.5148e-02
7.2000e+02,1.0077e+00,9.0336e+00,2.0001e+01,9.6593e-01,2.5396e-02
7.3000e+02,9.9854e-01,9.0247e+00,2.0001e+01,9.7482e-01,2.5642e-02
7.4000e+02,9.8950e-01,9.0159e+00,2.0001e+01,9.8362e-01,2.5886e-02
7.5000e+02,9.8054e-01,9.0072e+00,2.0001e+01,9.9233e-01,2.6128e-02
7.6000e+02,9.7168e-01,8.9985e+00,2.0001e+01,1.0010e+00,2.6367e-02
7.7000e+02,9.6291e-01,8.9900e+00,2.0001e+01,1.0095e+00,2.6605e-02
7.8000e+02,9.5422e-01,8.9815e+00,2.0001e+01,1.0179e+00,2.6840e-02
7.9000e+02,9.4562e-01,8.9732e+00,2.0001e+01,1.0263e+00,2.7073e-02
8.0000e+02,9.3710e-01,8.9649e+00,2.0001e+01,1.0346e+00,2.7304e-02
8.1000e+02,9.2867e-01,8.9567e+00,2.0001e+01,1.0428e+00,2.7533e-02
8.2000e+02,9.2032e-01,8.9485e+00,2.0001e+01,1.0509e+00,2.7759e-02
8.3000e+02,9.1205e-01,8.9405e+00,2.0001e+01,1.0590e+00,2.7984e-02
8.4000e+02,9.0386e-01,8.9325e+00,2.0001e+01,1.0669e+00,2.8207e-02
8.5000e+02,8.9576e-01,8.9246e+00,2.0001e+01,1.0748e+00,2.8428e-02
8.6000e+02,8.8773e-01,8.9168e+00,2.0001e+01,1.0826e+00,2.8647e-02
8.7000e+02,8.7978e-01,8.9091e+00,2.0001e+01,1.0904e+00,2.8863e-02
8.8000e+02,8.7191e-01,8.9014e+00,2.0001e+01,1.0980e+00,2.9078e-02
8.9000e+02,8.6412e-01,8.8939e+00,2.0001e+01,1.1056e+00,2.9291e-02
9.0000e+02,8.5640e-01,8.8863e+00,2.0001e+01,1.1131e+00,2.9502e-02
9.1000e+02,8.4876e-01,8.8789e+00,2.0001e+01,1.1205e+00,2.9712e-02
9.2000e+02,8.4119e-01,8.8715e+00,2.0001e+01,1.1279e+00,2.9919e-02
9.3000e+02,8.3370e-01,8.8642e+00,2.0001e+01,1.1352e+00,3.0124e-02
