t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,2.5000e+00,2.5000e+00,2.0000e+01,0.0000e+00,0.0000e+00
1.0000e+01,2.4920e+00,2.4938e+00,2.0001e+01,6.1808e-03,6.1885e-04
2.0000e+01,2.4852e+00,2.4876e+00,2.0001e+01,1.2342e-02,1.2373e-03
3.0000e+01,2.4784e+00,2.4815e+00,2.0001e+01,1.8471e-02,1.8540e-03
4.0000e+01,2.4717e+00,2.4754e+00,2.0001e+01,2.4569e-02,2.4691e-03
5.0000e+01,2.4650e+00,2.4693e+00,2.0001e+01,3.0635e-02,3.0825e-03
6.0000e+01,2.4584e+00,2.4633e+00,2.0001e+01,3.6671e-02,3.6942e-03
7.0000e+01,2.4518e+00,2.4573e+00,2.0001e+01,4.2675e-02,4.3043e-03
8.0000e+01,2.4452e+00,2.4513e+00,2.0001e+01,4.8649e-02,4.9128e-03
9.0000e+01,2.4386e+00,2.4454e+00,2.0001e+01,5.4592e-02,5.5197e-03
1.0000e+02,2.4321e+00,2.4395e+00,2.0001e+01,6.0505e-02,6.1249e-03
1.1000e+02,2.4256e+00,2.4336e+00,2.0001e+01,6.6388e-02,6.7286e-03
1.2000e+02,2.4192e+00,2.4277e+00,2.0001e+01,7.2241e-02,7.3306e-03
1.3000e+02,2.4128e+00,2.4219e+00,2.0001e+01,7.8065e-02,7.9311e-03
1.4000e+02,2.4064e+00,2.4161e+00,2.0001e+01,8.3860e-02,8.5299e-03
1.5000e+02,2.4000e+00,2.4103e+00,2.0001e+01,8.9625e-02,9.1272e-03
1.6000e+02,2.3937e+00,2.4046e+00,2.0001e+01,9.5362e-02,9.7229e-03
1.7000e+02,2.3874e+00,2.3989e+00,2.0001e+01,1.0107e-01,1.0317e-02
1.8000e+02,2.3811e+00,2.3932e+00,2.0001e+01,1.0675e-01,1.0910e-02
1.9000e+02,2.3748e+00,2.3875e+00,2.0001e+01,1.1240e-01,1.1501e-02
2.0000e+02,2.3686e+00,2.3819e+00,2.0001e+01,1.1802e-01,1.2090e-02
2.1000e+02,2.3625e+00,2.3763e+00,2.0001e+01,1.2362e-01,1.2678e-02
2.2000e+02,2.3563e+00,2.3707e+00,2.0001e+01,1.2919e-01,1.3265e-02
2.3000e+02,2.3502e+00,2.3652e+00,2.0001e+01,1.3473e-01,1.3850e-02
2.4000e+02,2.3441e+00,2.3597e+00,2.0001e+01,1.4024e-01,1.4433e-02
2.5000e+02,2.3380e+00,2.3542e+00,2.0001e+01,1.4573e-01,1.5015e-02
2.6000e+02,2.3320e+00,2.3487e+00,2.0001e+01,1.5119e-01,1.5595e-02
2.7000e+02,2.3260e+00,2.3433e+00,2.0001e+01,1.5662e-01,1.6174e-02
2.8000e+02,2.3200e+00,2.3379e+00,2.0001e+01,1.6202e-01,1.6752e-02
2.9000e+02,2.3140e+00,2.3325e+00,2.0001e+01,1.6740e-01,1.7328e-02
3.0000e+02,2.3081e+00,2.3272e+00,2.0001e+01,1.7276e-01,1.7902e-02
3.1000e+02,2.3022e+00,2.3218e+00,2.0001e+01,1.7809e-01,1.8475e-02
3.2000e+02,2.2963e+00,2.3165e+00,2.0001e+01,1.8339e-01,1.9047e-02
3.3000e+02,2.2905e+00,2.3112e+00,2.0001e+01,1.8866e-01,1.9617e-02
3.4000e+02,2.2846e+00,2.3060e+00,2.0001e+01,1.9392e-01,2.0185e-02
3.5000e+02,2.2789e+00,2.3008e+00,2.0001e+01,1.9914e-01,2.0753e-02
3.6000e+02,2.2731e+00,2.2955e+00,2.0001e+01,2.0434e-01,2.1318e-02
3.7000e+02,2.2673e+00,2.2904e+00,2.0001e+01,2.0952e-01,2.1883e-02
