t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,4.0000e+00,6.0000e+00,1.0000e+01,0.0000e+00,0.0000e+00
1.0000e+01,3.9480e+00,5.9538e+00,1.0004e+01,4.6082e-02,1.9275e-03
2.0000e+01,3.9007e+00,5.9084e+00,1.0004e+01,9.1449e-02,3.8397e-03
3.0000e+01,3.8543e+00,5.8638e+00,1.0004e+01,1.3594e-01,5.7295e-03
4.0000e+01,3.8088e+00,5.8201e+00,1.0004e+01,1.7959e-01,7.5972e-03
5.0000e+01,3.7642e+00,5.7773e+00,1.0004e+01,2.2241e-01,9.4432e-03
6.0000e+01,3.7203e+00,5.7352e+00,1.0004e+01,2.6442e-01,1.1268e-02
7.0000e+01,3.6773e+00,5.6940e+00,1.0004e+01,3.0565e-01,1.3072e-02
8.0000e+01,3.6350e+00,5.6534e+00,1.0004e+01,3.4613e-01,1.4855e-02
9.0000e+01,3.5935e+00,5.6137e+00,1.0004e+01,3.8586e-01,1.6618e-02
1.0000e+02,3.5528e+00,5.5746e+00,1.0004e+01,4.2487e-01,1.8362e-02
1.1000e+02,3.5127e+00,5.5363e+00,1.0004e+01,4.6318e-01,2.0086e-02
1.2000e+02,3.4734e+00,5.4986e+00,1.0004e+01,5.0081e-01,2.1790e-02
1.3000e+02,3.4348e+00,5.4616e+00,1.0004e+01,5.3777e-01,2.3477e-02
1.4000e+02,3.3968e+00,5.4253e+00,1.0004e+01,5.7408e-01,2.5144e-02
1.5000e+02,3.3595e+00,5.3896e+00,1.0004e+01,6.0976e-01,2.6794e-02
1.6000e+02,3.3228e+00,5.3545e+00,1.0004e+01,6.4482e-01,2.8425e-02
1.7000e+02,3.2867e+00,5.3200e+00,1.0004e+01,6.7927e-01,3.0039e-02
1.8000e+02,3.2512e+00,5.2861e+00,1.0004e+01,7.1315e-01,3.1636e-02
1.9000e+02,3.2163e+00,5.2527e+00,1.0004e+01,7.4645e-01,3.3216e-02
2.0000e+02,3.1820e+00,5.2200e+00,1.0004e+01,7.7919e-01,3.4779e-02
2.1000e+02,3.1483e+00,5.1877e+00,1.0004e+01,8.1138e-01,3.6326e-02
2.2000e+02,3.1151e+00,5.1560e+00,1.0004e+01,8.4305e-01,3.7856e-02
2.3000e+02,3.0824e+00,5.1249e+00,1.0004e+01,8.7419e-01,3.9371e-02
2.4000e+02,3.0503e+00,5.0942e+00,1.0004e+01,9.0483e-01,4.0870e-02
2.5000e+02,3.0187e+00,5.0640e+00,1.0004e+01,9.3497e-01,4.2353e-02
2.6000e+02,2.9876e+00,5.0344e+00,1.0004e+01,9.6462e-01,4.3822e-02
2.7000e+02,2.9569e+00,5.0051e+00,1.0004e+01,9.9381e-01,4.5275e-02
2.8000e+02,2.9268e+00,4.9764e+00,1.0004e+01,1.0225e+00,4.6714e-02
2.9000e+02,2.8971e+00,4.9481e+00,1.0004e+01,1.0508e+00,4.8138e-02
3.0000e+02,2.8678e+00,4.9202e+00,1.0004e+01,1.0786e+00,4.9548e-02
3.1000e+02,2.8390e+00,4.8928e+00,1.0004e+01,1.1060e+00,5.0944e-02
3.2000e+02,2.8107e+00,4.8658e+00,1.0004e+01,1.1330e+00,5.2326e-02
3.3000e+02,2.7827e+00,4.8392e+00,1.0004e+01,1.1596e+00,5.3695e-02
3.4000e+02,2.7552e+00,4.8130e+00,1.0004e+01,1.1857e+00,5.5050e-02
3.5000e+02,2.7281e+00,4.7872e+00,1.0004e+01,1.2115e+00,5.6392e-02
3.6000e+02,2.7014e+00,4.7618e+00,1.0004e+01,1.2369e+00,5.7721e-02
3.7000e+02,2.6751e+00,4.7368e+00,1.0004e+01,1.2619e+00,5.9037e-02
3.8000e+02,2.6492e+00,4.7122e+00,1.0004e+01,1.2865e+00,6.0340e-02
3.9000e+02,2.6236e+00,4.6879e+00,1.0004e+01,1.3108e+00,6.1631e-02
4.0000e+02,2.5984e+00,4.6639e+00,1.0004e+01,1.3347e+00,6.2909e-02
4.1000e+02,2.5736e+00,4.6403e+00,1.0004e+01,1.3583e+00,6.4176e-02
4.2000e+02,2.5491e+00,4.6171e+00,1.0004e+01,1.3815e+00,6.5430e-02
4.3000e+02,2.5250e+00,4.5942e+00,1.0004e+01,1.4044e+00,6.6673e-02
4.4000e+02,2.5012e+00,4.5716e+00,1.0004e+01,1.4269e+00,6.7904e-02
4.5000e+02,2.4777e+00,4.5493e+00,1.0004e+01,1.4492e+00,6.9124e-02
4.6000e+02,2.4546e+00,4.5274e+00,1.0004e+01,1.4711e+00,7.0332e-02
4.7000e+02,2.4317e+00,4.5057e+00,1.0004e+01,1.4927e+00,7.1529e-02
4.8000e+02,2.4092e+00,4.4844e+00,1.0004e+01,1.5141e+00,7.2715e-02
4.9000e+02,2.3870e+00,4.4633e+00,1.0004e+01,1.5351e+00,7.3890e-02
5.0000e+02,2.3651e+00,4.4426e+00,1.0004e+01,1.5558e+00,7.5055e-02
5.1000e+02,2.3435e+00,4.4221e+00,1.0004e+01,1.5763e+00,7.6209e-02
5.2000e+02,2.3222e+00,4.4019e+00,1.0004e+01,1.5965e+00,7.7352e-02
5.3000e+02,2.3011e+00,4.3820e+00,1.0004e+01,1.6164e+00,7.8485e-02
5.4000e+02,2.2804e+00,4.3623e+00,1.0004e+01,1.6360e+00,7.9608e-02
5.5000e+02,2.2599e+00,4.3429e+00,1.0004e+01,1.6554e+00,8.0721e-02
5.6000e+02,2.2396e+00,4.3238e+00,1.0004e+01,1.6745e+00,8.1825e-02
5.7000e+02,2.2197e+00,4.3049e+00,1.0004e+01,1.6934e+00,8.2918e-02
5.8000e+02,2.2000e+00,4.2862e+00,1.0004e+01,1.7120e+00,8.4002e-02
5.9000e+02,2.1805e+00,4.2678e+00,1.0004e+01,1.7304e+00,8.5076e-02
6.0000e+02,2.1613e+00,4.2497e+00,1.0004e+01,1.7485e+00,8.6141e-02
6.1000e+02,2.1424e+00,4.2318e+00,1.0004e+01,1.7664e+00,8.7196e-02
6.2000e+02,2.1236e+00,4.2141e+00,1.0004e+01,1.7841e+00,8.8242e-02
6.3000e+02,2.1052e+00,4.1966e+00,1.0004e+01,1.8016e+00,8.9280e-02
6.4000e+02,2.0869e+00,4.1794e+00,1.0004e+01,1.8188e+00,9.0308e-02
6.5000e+02,2.0689e+00,4.1623e+00,1.0004e+01,1.8358e+00,9.1328e-02
6.6000e+02,2.0511e+00,4.1455e+00,1.0004e+01,1.8526e+00,9.2338e-02
6.7000e+02,2.0335e+00,4.1289e+00,1.0004e+01,1.8692e+00,9.3340e-02
6.8000e+02,2.0161e+00,4.1125e+00,1.0004e+01,1.8856e+00,9.4334e-02
6.9000e+02,1.9990e+00,4.0963e+00,1.0004e+01,1.9017e+00,9.5319e-02
7.0000e+02,1.9820e+00,4.0803e+00,1.0004e+01,1.9177e+00,9.6296e-02
7.1000e+02,1.9652e+00,4.0645e+00,1.0004e+01,1.9335e+00,9.7265e-02
7.2000e+02,1.9487e+00,4.0489e+00,1.0004e+01,1.9491e+00,9.8226e-02
7.3000e+02,1.9323e+00,4.0335e+00,1.0004e+01,1.9645e+00,9.9178e-02
7.4000e+02,1.9162e+00,4.0183e+00,1.0004e+01,1.9797e+00,1.0012e-01
7.5000e+02,1.9002e+00,4.0033e+00,1.0004e+01,1.9947e+00,1.0106e-01
