t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,5.0000e+00,2.7500e+01,2.5000e+00,0.0000e+00,0.0000e+00
1.0000e+01,4.2898e+00,2.6808e+01,2.5198e+00,6.8413e-01,6.2983e-03
2.0000e+01,3.6967e+00,2.6219e+01,2.5198e+00,1.2717e+00,1.1837e-02
3.0000e+01,3.1925e+00,2.5718e+01,2.5198e+00,1.7711e+00,1.6645e-02
4.0000e+01,2.7621e+00,2.5291e+01,2.5198e+00,2.1973e+00,2.0822e-02
5.0000e+01,2.3936e+00,2.4925e+01,2.5198e+00,2.5622e+00,2.4455e-02
6.0000e+01,2.0770e+00,2.4611e+01,2.5198e+00,2.8756e+00,2.7618e-02
7.0000e+01,1.8045e+00,2.4340e+01,2.5198e+00,3.1453e+00,3.0373e-02
8.0000e+01,1.5694e+00,2.4107e+01,2.5198e+00,3.3781e+00,3.2775e-02
9.0000e+01,1.3661e+00,2.3905e+01,2.5198e+00,3.5793e+00,3.4870e-02
1.0000e+02,1.1901e+00,2.3730e+01,2.5198e+00,3.7535e+00,3.6698e-02
1.1000e+02,1.0374e+00,2.3579e+01,2.5198e+00,3.9045e+00,3.8294e-02
1.2000e+02,9.0491e-01,2.3447e+01,2.5198e+00,4.0356e+00,3.9689e-02
1.3000e+02,7.8972e-01,2.3333e+01,2.5198e+00,4.1496e+00,4.0907e-02
1.4000e+02,6.8950e-01,2.3234e+01,2.5198e+00,4.2488e+00,4.1971e-02
1.5000e+02,6.0224e-01,2.3147e+01,2.5198e+00,4.3351e+00,4.2902e-02
1.6000e+02,5.2620e-01,2.3072e+01,2.5198e+00,4.4103e+00,4.3716e-02
1.7000e+02,4.5989e-01,2.3006e+01,2.5198e+00,4.4759e+00,4.4428e-02
1.8000e+02,4.0205e-01,2.2948e+01,2.5198e+00,4.5331e+00,4.5050e-02
1.9000e+02,3.5156e-01,2.2898e+01,2.5198e+00,4.5831e+00,4.5595e-02
2.0000e+02,3.0748e-01,2.2855e+01,2.5198e+00,4.6267e+00,4.6071e-02
2.1000e+02,2.6896e-01,2.2816e+01,2.5198e+00,4.6648e+00,4.6488e-02
2.2000e+02,2.3531e-01,2.2783e+01,2.5198e+00,4.6981e+00,4.6853e-02
2.3000e+02,2.0590e-01,2.2754e+01,2.5198e+00,4.7272e+00,4.7173e-02
2.4000e+02,1.8018e-01,2.2728e+01,2.5198e+00,4.7526e+00,4.7453e-02
2.5000e+02,1.5769e-01,2.2706e+01,2.5198e+00,4.7748e+00,4.7697e-02
2.6000e+02,1.3802e-01,2.2687e+01,2.5198e+00,4.7943e+00,4.7912e-02
2.7000e+02,1.2082e-01,2.2669e+01,2.5198e+00,4.8113e+00,4.8099e-02
2.8000e+02,1.0576e-01,2.2655e+01,2.5198e+00,4.8262e+00,4.8263e-02
2.9000e+02,9.2590e-02,2.2641e+01,2.5198e+00,4.8392e+00,4.8407e-02
3.0000e+02,8.1062e-02,2.2630e+01,2.5198e+00,4.8506e+00,4.8533e-02
3.1000e+02,7.0972e-02,2.2620e+01,2.5198e+00,4.8606e+00,4.8643e-02
3.2000e+02,6.2141e-02,2.2611e+01,2.5198e+00,4.8694e+00,4.8740e-02
