t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,1.5000e+00,7.5000e+00,1.7500e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.4862e+00,7.4875e+00,1.7501e+01,1.2525e-02,4.1786e-04
2.0000e+01,1.4734e+00,7.4750e+00,1.7501e+01,2.4950e-02,8.3306e-04
3.0000e+01,1.4607e+00,7.4627e+00,1.7501e+01,3.7248e-02,1.2447e-03
4.0000e+01,1.4481e+00,7.4505e+00,1.7501e+01,4.9420e-02,1.6528e-03
5.0000e+01,1.4356e+00,7.4385e+00,1.7501e+01,6.1468e-02,2.0574e-03
6.0000e+01,1.4233e+00,7.4266e+00,1.7501e+01,7.3393e-02,2.4585e-03
7.0000e+01,1.4111e+00,7.4147e+00,1.7501e+01,8.5198e-02,2.8562e-03
8.0000e+01,1.3990e+00,7.4030e+00,1.7501e+01,9.6883e-02,3.2505e-03
9.0000e+01,1.3871e+00,7.3915e+00,1.7501e+01,1.0845e-01,3.6414e-03
1.0000e+02,1.3752e+00,7.3800e+00,1.7501e+01,1.1990e-01,4.0290e-03
1.1000e+02,1.3635e+00,7.3687e+00,1.7501e+01,1.3124e-01,4.4133e-03
1.2000e+02,1.3519e+00,7.3574e+00,1.7501e+01,1.4246e-01,4.7944e-03
1.3000e+02,1.3404e+00,7.3463e+00,1.7501e+01,1.5357e-01,5.1722e-03
1.4000e+02,1.3290e+00,7.3353e+00,1.7501e+01,1.6457e-01,5.5468e-03
1.5000e+02,1.3178e+00,7.3244e+00,1.7501e+01,1.7546e-01,5.9183e-03
1.6000e+02,1.3066e+00,7.3136e+00,1.7501e+01,1.8624e-01,6.2866e-03
1.7000e+02,1.2956e+00,7.3030e+00,1.7501e+01,1.9692e-01,6.6518e-03
1.8000e+02,1.2846e+00,7.2924e+00,1.7501e+01,2.0749e-01,7.0139e-03
1.9000e+02,1.2738e+00,7.2819e+00,1.7501e+01,2.1796e-01,7.3730e-03
2.0000e+02,1.2631e+00,7.2715e+00,1.7501e+01,2.2832e-01,7.7291e-03
