t,[L2M],[D],[L],[L2MD],[L2Ms]
0.0000e+00,1.5000e+00,6.7500e+00,2.2500e+01,0.0000e+00,0.0000e+00
1.0000e+01,1.4902e+00,6.7412e+00,2.2501e+01,8.8328e-03,3.2736e-04
2.0000e+01,1.4811e+00,6.7324e+00,2.2501e+01,1.7616e-02,6.5329e-04
3.0000e+01,1.4720e+00,6.7236e+00,2.2501e+01,2.6334e-02,9.7724e-04
4.0000e+01,1.4630e+00,6.7150e+00,2.2501e+01,3.4988e-02,1.2992e-03
5.0000e+01,1.4541e+00,6.7064e+00,2.2501e+01,4.3578e-02,1.6192e-03
6.0000e+01,1.4453e+00,6.6979e+00,2.2501e+01,5.2105e-02,1.9373e-03
7.0000e+01,1.4365e+00,6.6894e+00,2.2501e+01,6.0570e-02,2.2535e-03
8.0000e+01,1.4278e+00,6.6810e+00,2.2501e+01,6.8973e-02,2.5677e-03
9.0000e+01,1.4191e+00,6.6726e+00,2.2501e+01,7.7315e-02,2.8800e-03
1.0000e+02,1.4105e+00,6.6644e+00,2.2501e+01,8.5595e-02,3.1905e-03
1.1000e+02,1.4020e+00,6.6561e+00,2.2501e+01,9.3816e-02,3.4991e-03
1.2000e+02,1.3936e+00,6.6480e+00,2.2501e+01,1.0198e-01,3.8058e-03
1.3000e+02,1.3851e+00,6.6399e+00,2.2501e+01,1.1008e-01,4.1106e-03
1.4000e+02,1.3768e+00,6.6318e+00,2.2501e+01,1.1812e-01,4.4137e-03
1.5000e+02,1.3685e+00,6.6238e+00,2.2501e+01,1.2611e-01,4.7149e-03
1.6000e+02,1.3603e+00,6.6159e+00,2.2501e+01,1.3404e-01,5.0143e-03
1.7000e+02,1.3521e+00,6.6080e+00,2.2501e+01,1.4191e-01,5.3119e-03
1.8000e+02,1.3440e+00,6.6002e+00,2.2501e+01,1.4972e-01,5.6077e-03
1.9000e+02,1.3360e+00,6.5924e+00,2.2501e+01,1.5748e-01,5.9018e-03
2.0000e+02,1.3280e+00,6.5847e+00,2.2501e+01,1.6518e-01,6.1941e-03
2.1000e+02,1.3200e+00,6.5771e+00,2.2501e+01,1.7283e-01,6.4846e-03
2.2000e+02,1.3121e+00,6.5695e+00,2.2501e+01,1.8043e-01,6.7734e-03
2.3000e+02,1.3043e+00,6.5619e+00,2.2501e+01,1.8797e-01,7.0605e-03
2.4000e+02,1.2965e+00,6.5545e+00,2.2501e+01,1.9545e-01,7.3459e-03
2.5000e+02,1.2888e+00,6.5470e+00,2.2501e+01,2.0289e-01,7.6296e-03
2.6000e+02,1.2812e+00,6.5396e+00,2.2501e+01,2.1027e-01,7.9116e-03
2.7000e+02,1.2735e+00,6.5323e+00,2.2501e+01,2.1760e-01,8.1920e-03
2.8000e+02,1.2660e+00,6.5250e+00,2.2501e+01,2.2488e-01,8.4707e-03
2.9000e+02,1.2585e+00,6.5178e+00,2.2501e+01,2.3210e-01,8.7477e-03
3.0000e+02,1.2510e+00,6.5106e+00,2.2501e+01,2.3928e-01,9.0231e-03
3.1000e+02,1.2436e+00,6.5035e+00,2.2501e+01,2.4640e-01,9.2969e-03
3.2000e+02,1.2363e+00,6.4964e+00,2.2501e+01,2.5348e-01,9.5690e-03
3.3000e+02,1.2290e+00,6.4894e+00,2.2501e+01,2.6051e-01,9.8396e-03
3.4000e+02,1.2217e+00,6.4824e+00,2.2501e+01,2.6748e-01,1.0109e-02
3.5000e+02,1.2145e+00,6.4755e+00,2.2501e+01,2.7441e-01,1.0376e-02
3.6000e+02,1.2074e+00,6.4686e+00,2.2501e+01,2.8129e-01,1.0642e-02
3.7000e+02,1.2003e+00,6.4617e+00,2.2501e+01,2.8813e-01,1.0906e-02
3.8000e+02,1.1933e+00,6.4549e+00,2.2501e+01,2.9491e-01,1.1169e-02
3.9000e+02,1.1863e+00,6.4482e+00,2.2501e+01,3.0165e-01,1.1430e-02
4.0000e+02,1.1793e+00,6.4415e+00,2.2501e+01,3.0835e-01,1.1689e-02
4.1000e+02,1.1724e+00,6.4349e+00,2.2501e+01,3.1499e-01,1.1948e-02
4.2000e+02,1.1655e+00,6.4283e+00,2.2501e+01,3.2159e-01,1.2204e-02
4.3000e+02,1.1587e+00,6.4217e+00,2.2501e+01,3.2815e-01,1.2459e-02
4.4000e+02,1.1520e+00,6.4152e+00,2.2501e+01,3.3466e-01,1.2713e-02
4.5000e+02,1.1452e+00,6.4087e+00,2.2501e+01,3.4113e-01,1.2965e-02
4.6000e+02,1.1386e+00,6.4023e+00,2.2501e+01,3.4755e-01,1.3216e-02
4.7000e+02,1.1319e+00,6.3959e+00,2.2501e+01,3.5393e-01,1.3465e-02
4.8000e+02,1.1254e+00,6.3896e+00,2.2501e+01,3.6027e-01,1.3713e-02
4.9000e+02,1.1188e+00,6.3833e+00,2.2501e+01,3.6656e-01,1.3959e-02
5.0000e+02,1.1123e+00,6.3770e+00,2.2501e+01,3.7281e-01,1.4204e-02
5.1000e+02,1.1059e+00,6.3708e+00,2.2501e+01,3.7902e-01,1.4447e-02
5.2000e+02,1.0995e+00,6.3646e+00,2.2501e+01,3.8518e-01,1.4689e-02
5.3000e+02,1.0931e+00,6.3585e+00,2.2501e+01,3.9131e-01,1.4930e-02
5.4000e+02,1.0868e+00,6.3524e+00,2.2501e+01,3.9739e-01,1.5169e-02
5.5000e+02,1.0805e+00,6.3464e+00,2.2501e+01,4.0343e-01,1.5407e-02
5.6000e+02,1.0743e+00,6.3404e+00,2.2501e+01,4.0943e-01,1.5644e-02
